material_id,chem_formula,R$_0$,B,Pb_chemenv,num_Pb_chemenvs,Pb_wyckoff,num_Pb_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Pb_sites,num_CN_env,num_charge_states,PbX_coordn,PbO_coordn,mean_coordn_Pb-X,min_coordn_Pb-X,max_coordn_Pb-X,mean_coordn_Pb-O,min_coordn_Pb-O,max_coordn_Pb-O,mean_Pb_charge,min_Pb_charge,max_Pb_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_PbO_BondL
mp-579463,Cu2Pb(SeO3)3,2.164695514349672,0.4451591621639768,"Tricapped octahedron (all 3 cap faces share one atom), Square-face bicapped trigonal prism",2,2i,1,"[4.872476844566019, 6.576455556781248]",0.5,5.724466200673634,AB2C3D9,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-Pb-Se,8.521916668513543e-05,-0.916034312812488,0.2694,4,Triclinic,-1,P-1,oxide,,,Cu,,Pb,,"C, O, P, S, Se",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7880221506985126
mp-581609,BiP(PbO2)4,1.995942775712816,0.5721928257337869,"Square pyramid, Pentagonal pyramid",2,2i,1,"[3.958722137673969, 2.543784286390338, 10.80840583598877, 2.7297897404736933]",0.25,5.010175500131693,ABC4D8,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-O-P-Pb,0.001003979330363,-1.902705648545918,2.5522,4,Triclinic,-1,P-1,oxide,,,,,"Pb, Bi",B,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.579525684682894
mp-582882,Cu2P2PbO8,2.1647447691829167,0.4058554719225019,Square-face monocapped antiprism,1,8e,1,[5.615410885239752],1.0,5.615410885239752,AB2C2D8,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-P-Pb,0.045260712692308,-1.9978886910989,0.0,4,Orthorhombic,mmm,Pccn,oxide,,,Cu,,Pb,,"C, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.771479023524807
mp-583252,Mn7(PbO5)3,1.9087281340914497,0.6460397662038522,"Triangular-face bicapped trigonal prism, See-saw",2,6g,1,"[3.8582691539223983, 12.575926700224919]",0.5,8.21709792707366,A3B7C15,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mn-O-Pb,0.005545878300111,-1.829283991420688,0.0,3,Hexagonal,6/mmm,P6_3/mcm,oxide,,,Mn,,Pb,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.5445235506398274
mp-583345,GePb5O7,1.6751695116475904,1.0209164082483129,"See-saw, Pentagonal plane, Square pyramid",3,8c,1,"[4.351535573830709, 6.147286903712795, 16.105192400127528, 4.691307877698979, 3.033717074975221]",0.4,6.865807966069046,AB5C7,3,2,1,"[4.0, 5.0]","[4.0, 5.0]",4.5,4.0,5.0,4.5,4.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Ge-O-Pb,0.009275830528844,-1.642073899999998,2.4172,3,Orthorhombic,mmm,Pbca,oxide,,,,,Pb,Ge,"O, P",,,,,B > 1,Positive B,2.4823273865718836
mp-583454,Nb2Bi2PbO9,2.994276376214205,-0.2410479279089612,Bicapped square prism (adjacent faces),1,2a,1,[2.8405620533959413],0.0,2.8405620533959413,AB2C2D9,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-Nb-O-Pb,0.003661928392864,-2.370231299285715,2.297799999999999,4,Orthorhombic,mm2,Cmc2_1,oxide,,,Nb,,"Pb, Bi",B,"N, O, P",,,,,"B $\in$ [-1, -0.1]",Negative B,2.655746384069068
mp-619128,V6PbO11,2.632737250908307,0.1629120832427474,Anticuboctahedron,1,2b,1,[0.39975293561566905],0.0,0.39975293561566905,AB6C11,1,1,1,[12.0],[12.0],12.0,12.0,12.0,12.0,12.0,12.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Pb-V,0.034961208559023,-2.387051861944444,0.006099999999999,3,Hexagonal,6mm,P6_3mc,oxide,,,V,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.936388848408413
mp-619661,Pb3(IO)2,2.0381736422821364,0.4358284044808093,"Square non-coplanar, Angular",2,4c,1,"[7.199085505322655, 0.5982869408900341, 6.186697212137209]",0.667,4.6613565527833,A2B2C3,2,3,1,"[5.0, 6.0, 7.0]","[2.0, 2.0, 4.0]",6.0,5.0,7.0,2.6666666666666665,2.0,4.0,2.0,2.0,2.0,2.0,2,2,"I-, O2-","Halogens, Nonmetals, Post-Transition Metals",r2SCAN,I-O-Pb,0.0,-1.105990031428571,2.2335,3,Orthorhombic,mmm,Pnma,hypoiodite,,,,,Pb,,"O, P",I,,,,"B $\in$ [0.1, 0.5]",Positive B,2.354382813110739
mp-622018,BAs5(Pb3O10)2,1.9871407187711587,0.5599132931503992,"Octahedron, Dodecahedron with triangular faces - p2345 plane normalized",2,"4h, 2g",2,"[3.640849223532563, 10.166963191334052]",0.5,6.903906207433307,AB5C6D20,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,As-B-O-Pb,0.0,-1.819980404895834,2.9414,4,Tetragonal,-4,P-4,oxide,,,,,Pb,"B, As","O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.6767104834054427
mp-622491,Pb13(Br3O5)2,1.8385512479198567,0.7426876498588955,"Triangular non-coplanar, Square non-coplanar, See-saw, Angular",4,"4f, 2e",2,"[0.825675398009976, 5.871001574052094, 6.501064096178537, 5.391205329521317, 4.549766774975055, 1.094127236006502, 1.449429148704311]",0.429,3.6688956510639703,A6B10C13,4,5,1,"[6.0, 4.0, 6.0, 6.0, 7.0]","[2.0, 2.0, 3.0, 4.0, 4.0]",5.8,4.0,7.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2,2,"O2-, Br-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Br-O-Pb,0.0,-1.470961341034478,2.1245,3,Monoclinic,2/m,C2/c,oxide,,,,,Pb,B,"O, P",Br,,,,"B $\in$ [0.5, 1]",Positive B,2.3617379141732635
mp-623984,PbSO4,2.2640512488157976,0.4204346712298696,Pentagonal prism,1,4c,1,[2.141310259281834],0.0,2.141310259281834,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,O-Pb-S,0.044699561249998,-1.865776563749999,3.8614,3,Orthorhombic,mmm,Pnma,sulfate,,,,,Pb,,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7626099229429277
mp-624234,TePb2O5,2.423548473519682,0.2378792349234347,Pentagonal bipyramid,1,2a,1,"[5.729218886751581, 5.685218553201386]",1.0,5.707218719976483,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,O-Pb-Te,0.00067453,-1.566924390833333,2.0297,3,Monoclinic,m,Cc,oxide,,,,,Pb,Te,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6711405131656756
mp-628782,V3Pb5ClO12,1.8639407184706216,0.5897575185988975,"Square-face capped trigonal prism, Tricapped triangular prism (three square-face caps)",2,"6h, 4f",2,"[1.70401055535718, 2.7434274010792032]",0.0,2.2237189782181916,AB3C5D12,2,2,1,"[7.0, 9.0]","[5.0, 9.0]",8.0,7.0,9.0,7.0,5.0,9.0,2.0,2.0,2.0,1.5,1,2,"Cl-, O2-","Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Cl-O-Pb-V,0.0,-2.061256764761904,2.808299999999999,4,Hexagonal,6/m,P6_3/m,hypochlorite,,,V,,Pb,,"C, O, P",Cl,,,,"B $\in$ [0.5, 1]",Positive B,2.679450187249391
mp-631621,VBi(PbO3)2,2.5421654813423307,-0.0109749095486879,"Octahedron, Square non-coplanar",2,4c,1,"[1.145260617536745, 3.605242348704619]",0.0,2.375251483120682,ABC2D6,2,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-O-Pb-V,0.030570166875,-1.88569228475,2.568699999999999,4,Orthorhombic,mmm,Pnma,oxide,,,V,,"Pb, Bi",B,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.514094279207662
mp-631631,Mn5V2Pb3O16,2.5664299040280083,0.101347786955186,"Bicapped square prism (adjacent faces), Icosahedron",2,"1a, 2d",2,"[8.047644147295557, 2.730246828620344]",0.5,5.388945487957951,A2B3C5D16,2,2,1,"[10.0, 6.0]","[10.0, 6.0]",8.0,6.0,10.0,8.0,6.0,10.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mn-O-Pb-V,0.003114817936674,-2.016048719602122,0.607699999999999,4,Trigonal,-3m,P-3m1,oxide,,,"V, Mn",,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.778647863842873
mp-633099,Sb2Pb2O7,2.1990001402975645,0.3406585265326042,"Hexagonal bipyramid, Cube",2,"2b, 2a",2,"[3.554675940036706, 0.46467529931809504]",0.0,2.0096756196774006,A2B2C7,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-Sb,0.0,-1.547340379545452,1.6486,3,Orthorhombic,mm2,Ima2,oxide,,,,,Pb,Sb,"O, P, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6209330860759783
mp-636461,Ga2Ge4Pb3O14,2.2738968288754142,0.3236936271722537,Square antiprism,1,3e,1,[2.28426408772101],0.0,2.28426408772101,A2B3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Ga-Ge-O-Pb,0.032066693869562,-2.002855548913042,2.1691,4,Trigonal,32,P321,oxide,,,,,"Ga, Pb",Ge,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.7168982611357126
mp-636813,Pb3O4,2.536411012377996,-0.0664079231113684,Octahedron,1,"2d, 4g",2,"[10.980619880308572, 1.247148577999938]",0.5,6.113884229154255,A3B4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,2.67,2.67,2.67,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Pb,0.032631488928572,-1.142748475714285,0.992599999999999,2,Orthorhombic,mmm,Pbam,oxide,,,,,Pb,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4723360607627085
mp-640883,VBi(PbO3)2,2.078209827895008,0.4669357087218738,"Square pyramid, Square-face capped trigonal prism, Square-face bicapped trigonal prism",3,4e,1,"[3.317519077478216, 4.568828658484034, 3.943583254375792, 3.561752933826096]",0.0,3.8479209810410344,ABC2D6,3,2,1,"[5.0, 7.0]","[5.0, 7.0]",6.0,5.0,7.0,6.0,5.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-O-Pb-V,0.0,-1.916262451625,2.7092,4,Monoclinic,2/m,P2_1/c,oxide,,,V,,"Pb, Bi",B,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6136969330320117
mp-641415,PbWO4,2.840823505303366,-0.0408835754850448,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Metabidiminished icosahedron",2,4e,1,"[3.803605408158836, 5.903990875685273]",0.5,4.853798141922055,ABC4,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Pb-W,0.044286412499999,-2.009854296666665,3.0538,3,Monoclinic,2/m,P2_1/c,oxide,,,W,,Pb,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.7450284209056486
mp-642320,Bi32P10Pb3O76,2.592603622687068,0.0619651984267393,no_data,1,no_data,1,no_data,0.0,no_data,A3B10C32D76,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-O-P-Pb,0.012508523140487,-2.024208840879575,2.2987,4,Monoclinic,2,C2,oxide,,,,,"Pb, Bi",B,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.684780649242151
mp-642975,CrBi12Mo4PbO34,0.5020373382623806,1.6283318493487768,no_data,1,no_data,1,no_data,0.0,no_data,ABC4D12E34,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Cr-Mo-O-Pb,0.00729576034849,-1.804596486923078,2.583799999999999,5,Monoclinic,2/m,P2/c,oxide,,,"Cr, Mo",,"Pb, Bi",B,"C, O, P",,,,,B > 1,Positive B,2.7696334187191125
mp-643203,Cu6PbSe2Cl5O8,2.4356806293507045,0.02564848904117,Trigonal bipyramid,1,2i,1,[16.40349566064061],1.0,16.40349566064061,AB2C5D6E8,1,1,1,[8.0],[3.0],8.0,8.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,2,"Cl-, O2-","Halogens, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cl-Cu-O-Pb-Se,0.008885705448403,-1.080907425213068,0.0,5,Monoclinic,2/m,C2/m,oxide,,,Cu,,Pb,,"C, O, P, S, Se",Cl,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4731183744534815
mp-643387,AlH2PbO2F3,2.359445352730729,0.1386125722553804,Square-face monocapped antiprism,1,2i,1,[5.310168202098582],1.0,5.310168202098582,ABC2D2E3,1,1,1,[8.0],[3.0],8.0,8.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2,2,"F-, O2-","Halogens, Nonmetals, Post-Transition Metals",GGA,Al-F-H-O-Pb,0.0,-2.551256586388889,4.496700000000001,5,Triclinic,-1,P-1,fluoride,,,,,"Al, Pb",,"H, O, P",F,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5422381534692806
mp-643629,Sr2YCu3(PbO4)2,0.9702726232279856,2.0891092965170435,See-saw,1,4e,1,[3.446502616688792],0.0,3.446502616688792,AB2C2D3E8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-O-Pb-Sr-Y,0.023893654560545,-1.914836983603518,0.0,5,Orthorhombic,222,P222_1,oxide,,Sr,"Cu, Y",,Pb,,"C, O, P, S",,,,,B > 1,Positive B,2.6283088560888195
mp-645291,As3Pb5ClO12,1.8953361982754728,0.5428505433113588,"Tricapped triangular prism (three square-face caps), Square-face bicapped trigonal prism",2,"6h, 4f",2,"[4.12415999665112, 2.027221774688045]",0.0,3.075690885669583,AB3C5D12,2,2,1,"[7.0, 9.0]","[5.0, 9.0]",8.0,7.0,9.0,7.0,5.0,9.0,2.0,2.0,2.0,1.5,1,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Post-Transition Metals",SCAN,As-Cl-O-Pb,0.004062204999999,-1.750068090833334,3.0576,4,Hexagonal,6/m,P6_3/m,hypochlorite,,,,,Pb,As,"C, O, P",Cl,,,,"B $\in$ [0.5, 1]",Positive B,2.652353533830118
mp-645799,VP2Pb2O9,2.809987356172785,-0.0809283582500395,"End-trigonal-face capped trigonal prism, Square antiprism",2,4e,1,"[7.342790088530168, 11.366662397616862]",1.0,9.354726243073515,AB2C2D9,2,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-P-Pb-V,0.004323333392908,-2.435503677627551,2.314,4,Monoclinic,2/m,P2_1/c,oxide,,,V,,Pb,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6811689691775373
mp-647385,V2Pb4O9,2.206054690767232,0.3692510832454593,"Square-face capped trigonal prism, Square pyramid, Pentagonal pyramid, Octahedron, Trigonal bipyramid",5,"4c, 8d",2,"[3.578814166166472, 4.126163460230415, 4.606742161920878, 5.589486980107259, 11.143075425072697, 11.700814254813755]",0.5,6.790849408051913,A2B4C9,5,4,1,"[3.0, 5.0, 6.0, 7.0]","[3.0, 5.0, 6.0, 7.0]",5.25,3.0,7.0,5.25,3.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,O-Pb-V,0.0,-2.004045117333333,2.912899999999999,3,Orthorhombic,mmm,Pnma,oxide,,,V,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5492059972018484
mp-647557,ZrPbO3,2.44540362634647,0.2216983814919927,"Tricapped triangular prism (two square-face caps and one triangular-face cap), Triangular cupola",2,4c,1,"[6.947372851320041, 0.776795605458598]",0.5,3.8620842283893193,ABC3,2,2,1,"[3.0, 7.0]","[3.0, 7.0]",5.0,3.0,7.0,5.0,3.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-Pb-Zr,0.030029121562499,-2.741767773437513,3.2094,3,Orthorhombic,mm2,Pba2,oxide,,,Zr,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.6467861604111533
mp-649813,Mn7(PbO5)3,2.3165021390397293,0.141320830839856,"Triangular-face bicapped trigonal prism, See-saw",2,"2c, 4g",2,"[3.693738931433863, 3.836341279042855, 12.612235956318655, 11.893276004825122]",0.5,8.008898042905123,A3B7C15,2,3,1,"[2.0, 4.0, 6.0]","[2.0, 4.0, 6.0]",4.0,2.0,6.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mn-O-Pb,0.011568354300111,-1.823261515420689,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Mn,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.4489943518080755
mp-650598,U(PbO2)3,2.208899691028929,0.3215260670630396,"Square pyramid, Pentagonal pyramid, Square-face bicapped trigonal prism",3,"4c, 8d",2,"[7.796338694422028, 2.311434533482074, 3.51711201299789, 2.520070335624448, 4.352581604967139]",0.2,4.099507436298715,AB3C6,3,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Actinides, Nonmetals, Post-Transition Metals",GGA,O-Pb-U,0.0,-2.394609075874998,1.611,3,Orthorhombic,mmm,Pnma,oxide,,,,,Pb,,"O, P",,,,U,"B $\in$ [0.1, 0.5]",Positive B,2.561937004143796
mp-651726,Ni3P4PbO14,2.6307690118188023,0.0431679342243426,Bicapped octahedron (opposed cap faces),1,2b,1,[2.050723353890093],0.0,2.050723353890093,AB3C4D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ni-O-P-Pb,0.0,-2.290910959025973,4.184699999999999,4,Monoclinic,2/m,P2_1/c,oxide,,,Ni,,Pb,,"N, O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6912657921924246
mp-651786,Ca5MnSi9(Pb3O11)3,1.993725971962456,0.6436615347584576,"Triangular non-coplanar, Square pyramid",2,"3j, 6l",2,"[2.985787306445773, 8.487224064205327]",0.5,5.73650568532555,AB5C9D9E33,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Ca-Mn-O-Pb-Si,0.001183656549709,-2.770319351104053,2.816699999999999,5,Hexagonal,-6,P-6,oxide,,Ca,Mn,,Pb,Si,"C, O, P, S",,,,,"B $\in$ [0.5, 1]",Positive B,2.467261373665167
mp-651870,Pb3O5,1.4733179198417523,1.3556558024554313,"Octahedron, Cube, Square-face capped trigonal prism",3,"2b, 4f, 4e, 2a",4,"[4.157192135642465, 2.057766725691983, 13.77874996893072, 2.230530753769319, 1.906790278733464, 3.449289023620952, 1.6843060241732362]",0.143,4.180660701508876,A3B5,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.33,3.33,3.33,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",GGA,O-Pb,0.042277025624997,-1.019434603281247,0.876599999999999,2,Orthorhombic,mmm,Cmce,oxide,,,,,Pb,,"O, P",,,,,B > 1,Positive B,2.4309076973155355
mp-652366,MoPb5O8,2.064141508386334,0.4897622662034741,"Square non-coplanar, Square pyramid, Octahedron, Pentagonal plane, See-saw, Trigonal bipyramid",6,4e,1,"[4.505769558575282, 3.668385040371505, 10.41587748957987, 8.35152846368742, 6.927588963596297, 15.338725295400065, 5.879697045279821, 6.746462751139716, 15.63626133200098, 0.7379894012929721]",0.7,7.820828534092394,AB5C8,6,4,1,"[3.0, 4.0, 5.0, 6.0]","[3.0, 4.0, 5.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Mo-O-Pb,0.012239960691975,-1.66403174660714,2.5574,3,Monoclinic,2/m,P2_1/c,oxide,,,Mo,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.5095488079774255
mp-653811,Sr2NdCu3(PbO4)2,1.4264446988561537,1.2825148351221096,Square pyramid,1,2h,1,[0.73811907958762],0.0,0.73811907958762,AB2C2D3E8,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Cu-Nd-O-Pb-Sr,0.020994163632813,-1.885171653710937,0.0,5,Tetragonal,4/mmm,P4/mmm,oxide,,Sr,Cu,,Pb,,"C, N, O, P, S",,,Nd,,B > 1,Positive B,2.6228798719511675
mp-653930,CuAs2Pb8Cl5O9,1.841584854916137,0.7086232113217068,"Triangular non-coplanar, Square non-coplanar, Square pyramid, Pentagonal pyramid",4,"2i, 4j",2,"[1.901344511011645, 5.623632584417803, 17.597971077360334, 8.791446961492937, 5.152792164712941]",0.8,7.8134374597991325,AB2C5D8E9,4,3,1,"[7.0, 6.0, 8.0]","[3.0, 4.0, 4.0]",7.0,6.0,8.0,3.6666666666666665,3.0,4.0,2.0,2.0,2.0,2.0,2,2,"Cl-, O2-","Halogens, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,As-Cl-Cu-O-Pb,0.000483564724998,-1.558128029599999,1.9391999999999991,5,Monoclinic,2/m,C2/m,oxide,,,Cu,,Pb,As,"C, O, P",Cl,,,,"B $\in$ [0.5, 1]",Positive B,2.493930905701488
mp-662535,PbSe2O5,2.0017402895070084,0.6378314198413767,Bicapped octahedron (cap faces with one atom in common),1,4e,1,[8.107151430653973],1.0,8.107151430653973,AB2C5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals",r2SCAN,O-Pb-Se,0.0,-0.997039312265625,3.133899999999999,3,Monoclinic,2/m,P2_1/c,oxide,,,,,Pb,,"O, P, S, Se",,,,,"B $\in$ [0.5, 1]",Positive B,2.683503201465908
mp-669414,HfPbO3,2.478873301677735,0.1983726239322845,"Diminished icosahedron, Cuboctahedron",2,4c,1,"[0.673372377132591, 5.453423709789281]",0.5,3.0633980434609356,ABC3,2,2,1,"[3.0, 7.0]","[3.0, 7.0]",5.0,3.0,7.0,5.0,3.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,Hf-O-Pb,0.012511746562491,-2.835820723437493,2.779499999999999,3,Orthorhombic,mm2,Pba2,oxide,,,Hf,,Pb,,"H, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.662125780534123
mp-673624,MgNb2(PbO3)3,2.125341010181884,0.4788076061346996,"Diminished icosahedron, Bicapped square prism (adjacent faces), Cuboctahedron",3,1a,1,"[5.415791223313462, 0.324079932792395, 8.050401677017485]",0.667,4.596757611041114,AB2C3D9,3,2,1,"[11.0, 9.0]","[11.0, 9.0]",10.0,9.0,11.0,10.0,9.0,11.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Mg-Nb-O-Pb,0.031613576520832,-2.438798204,2.3194,4,Triclinic,1,P1,oxide,,Mg,Nb,,Pb,,"N, O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.8430353555242633
mp-674149,Ru4Pb4O13,1.940623185249715,0.4534339059445748,Face-capped octahedron,1,4e,1,[15.21427060508824],1.0,15.21427060508824,A4B4C13,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Pb-Ru,0.0,-1.252927470952379,0.0,3,Cubic,-43m,F-43m,oxide,,,Ru,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.524312771454039
