material_id,chem_formula,R$_0$,B,Gd_chemenv,num_Gd_chemenvs,Gd_wyckoff,num_Gd_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Gd_sites,num_CN_env,num_charge_states,GdX_coordn,GdO_coordn,mean_coordn_Gd-X,min_coordn_Gd-X,max_coordn_Gd-X,mean_coordn_Gd-O,min_coordn_Gd-O,max_coordn_Gd-O,mean_Gd_charge,min_Gd_charge,max_Gd_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_GdO_BondL
mp-1224833,Gd2MnCoO6,1.287153826258715,1.2930477134834444,Square-face bicapped trigonal prism,1,4e,1,[1.811215821480002],0.0,1.811215821480002,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Co-Gd-Mn-O,0.0,-2.8105339522931043,0.9184,4,Monoclinic,2/m,P2_1/c,oxide,,,"Mn, Co",,,,"C, O",,,Gd,,B > 1,Positive B,2.4491087969015
mp-1224905,Gd7Y5Nb4O28,2.295490369083062,0.1130034191637791,"Cube, Pentagonal bipyramid",2,1a,1,"[3.463274825801056, 3.600566481926601, 3.502361907331421, 1.650437476953312, 1.658858667706295, 1.592595637976, 1.642891429515197]",0.0,2.4444266324585544,A4B5C7D28,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Nb-O-Y,0.004964274644885,-3.707286918409089,2.4285,4,Triclinic,1,P1,oxide,,,"Y, Nb",,,,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3833026707619567
mp-1224935,Gd2NbInO7,1.930956969354964,0.5543962792715044,Cube,1,"2d, 2b",2,"[2.573678333065151, 0.8248622830240301]",0.0,1.6992703080445906,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Gd-In-Nb-O,0.044859040757581,-3.220160537424242,2.4048,4,Orthorhombic,mmm,Imma,oxide,,,Nb,,In,,"N, O",I,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4907783655266766
mp-1224996,Gd8Sb3O8,2.151272488887843,0.2657853589905759,"Square non-coplanar, See-saw",2,2c,1,"[0.7735768233654501, 2.073635067253927, 0.728042001289496, 0.877559631248343]",0.0,1.113203380789304,A3B8C8,2,3,1,"[7.0, 6.0, 8.0]","[3.0, 4.0, 4.0]",7.0,6.0,8.0,3.6666666666666665,3.0,4.0,3.0,3.0,3.0,2.6666666666666665,2,3,"Sb2-, Sb3-, O2-","Lanthanides, Metalloids, Nonmetals",GGA,Gd-O-Sb,0.0,-3.110110309473685,0.0,3,Monoclinic,2,C2,oxide,,,,,,Sb,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.2950985342205166
mp-1225008,Gd2InSbO7,1.9060147555638336,0.5572751872541091,Cube,1,"2c, 2a",2,"[2.660838860888104, 0.9199336118919331]",0.0,1.7903862363900185,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",r2SCAN,Gd-In-O-Sb,0.0,-2.914811062878784,2.3762,4,Orthorhombic,mmm,Imma,oxide,,,,,In,Sb,"O, S",I,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.469866377590825
mp-1225082,Gd3Y(FeO3)4,1.4976250286795545,0.998467146484526,Square-face bicapped trigonal prism,1,"1a, 1b",2,"[1.754207603616843, 1.783176086169069, 1.828858966884901]",0.0,1.7887475522236045,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-Gd-O-Y,0.002577309343747,-2.805981779499999,1.5032,4,Monoclinic,m,Pm,oxide,,,"Fe, Y",,,,O,F,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.4817789856604855
mp-1225126,Gd2Mn3Sb3O14,2.244470216463488,0.2007646498972218,Cube,1,2f,1,[1.81496174954912],0.0,1.81496174954912,A2B3C3D14,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Gd-Mn-O-Sb,0.004200254583336,-2.449043679717868,0.8407,4,Monoclinic,2/m,C2/m,oxide,,,Mn,,,Sb,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4501149390417885
mp-1225148,GdFe4(BiO4)3,1.597119133370176,0.905252433963686,Square-face bicapped trigonal prism,1,1b,1,[1.8800451062712251],0.0,1.8800451062712251,AB3C4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA_U,Bi-Fe-Gd-O,0.035896855625001,-1.9202230005,1.6060999999999992,4,Monoclinic,m,Pm,oxide,,,Fe,,Bi,B,O,F,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.489392770131284
mp-1225149,Gd5Si2BO13,2.077638664460367,0.4135386451339087,"Tricapped triangular prism (three square-face caps), Pentagonal bipyramid",2,"2c, 1a, 1b",3,"[2.450228543726811, 1.910925122487554, 2.664723354199068, 2.731184541298429, 2.310466854728073, 1.9154933037613562, 3.001671719127575, 2.950059900069429]",0.0,2.491844167424787,AB2C5D13,2,3,1,"[6.0, 7.0, 9.0]","[6.0, 7.0, 9.0]",7.333333333333333,6.0,9.0,7.333333333333333,6.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-O-Si,0.011494694603173,-3.665761096150794,2.6556,4,Monoclinic,m,Pm,oxide,,,,,,"B, Si","O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4672946439258365
mp-1225201,GdTa3O9,2.597113920023528,0.0612737529756353,Cuboctahedron,1,2i,1,"[0.23492822409333103, 0.326689028399448]",0.0,0.2808086262463895,AB3C9,1,2,1,"[10.0, 12.0]","[10.0, 12.0]",11.0,10.0,12.0,11.0,10.0,12.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Gd-O-Ta,0.036379854423078,-3.263402209961535,2.0074,3,Triclinic,-1,P-1,oxide,,,Ta,,,,O,,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.6467563330759463
mp-1225228,GdB2HO5,2.1020607109896026,0.3569271320323323,Dodecahedron with triangular faces - p2345 plane normalized,1,2a,1,"[1.5468141534081061, 1.269332331639977]",0.0,1.4080732425240416,ABC2D5,1,2,1,"[8.0, 9.0]","[8.0, 8.0]",8.5,8.0,9.0,8.0,8.0,8.0,3.0,3.0,3.0,1.5,1,2,"H+, O2-","Lanthanides, Metalloids, Nonmetals",GGA,B-Gd-H-O,0.029422875979939,-2.923291324953704,3.1258,4,Monoclinic,2,P2_1,oxide,,,,,,B,"H, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.440145066530685
mp-1225231,Gd2VFeO6,1.2622909296312383,1.3840906188150808,Square-face bicapped trigonal prism,1,4e,1,[1.698793180342216],0.0,1.698793180342216,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Fe-Gd-O-V,0.001298915750007,-3.0350072365,1.6075,4,Monoclinic,2/m,P2_1/c,oxide,,,"V, Fe",,,,O,F,,Gd,,B > 1,Positive B,2.476928900249601
mp-1225903,Gd2Mn(GeO3)4,2.0699327252435857,0.3549560117675607,"Square antiprism, Octahedron",2,"2b, 2f",2,"[1.08628529508832, 0.027952656099772002]",0.0,0.557118975594046,AB2C4D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Gd-Ge-Mn-O,0.002097190877188,-2.634544959364791,2.0811,4,Orthorhombic,mmm,Cmme,oxide,,,Mn,,,Ge,O,,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3773312464336454
mp-1225996,EuGdTi2O7,1.6731120625042322,0.793717484470841,Cube,1,2a,1,[2.3437320215084663],0.0,2.3437320215084663,ABC2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Eu-Gd-O-Ti,0.043795826022726,-3.566448391060606,0.0037,4,Orthorhombic,mmm,Imma,oxide,,,Ti,,,,O,,,"Eu, Gd",,"B $\in$ [0.5, 1]",Positive B,2.4621687225192006
mp-1227092,CaGdAlO4,0.904796906443932,1.4673462601533132,Tricapped triangular prism (three square-face caps),1,1a,1,[3.193682179779003],0.0,3.193682179779003,ABCD4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Post-Transition Metals",GGA,Al-Ca-Gd-O,0.02664091015306,-3.572300950000001,2.3719,4,Tetragonal,4mm,I4mm,oxide,,Ca,,,Al,,"C, O",,,Gd,,B > 1,Positive B,2.5220705600500546
mp-1227214,CaGd2BeO5,2.1619381610408475,0.4070819418542649,"Dodecahedron with triangular faces - p2345 plane normalized, Tricapped triangular prism (three square-face caps)",2,4a,1,"[0.7064740602365011, 1.861640883188183]",0.0,1.284057471712342,ABC2D5,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Ca-Gd-O,0.039231935555555,-3.549080214444444,2.5808,4,Orthorhombic,mm2,Pna2_1,oxide,,"Be, Ca",,,,B,"C, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4992977384270234
mp-1227314,CaGd2(GeO3)4,2.0308795238548405,0.4132082915121181,"Square antiprism, Octahedron",2,"2b, 2f",2,"[1.046752584011955, 0.051682498618270005]",0.0,0.5492175413151125,AB2C4D12,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ca-Gd-Ge-O,0.0,-2.8030612957894743,3.1596,4,Orthorhombic,mmm,Cmme,oxide,,Ca,,,,Ge,"C, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3870397207361447
mp-1227496,Ca2GdTaO6,2.4546240794861167,-0.218539755032996,Octahedron,1,2d,1,[0.25702817675996503],0.0,0.25702817675996503,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-Gd-O-Ta,0.015917949500007,-3.571846930233333,3.5954,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Ta,,,,"C, O",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.3028170559719126
mp-1227535,Ca2Gd2MnNiO8,2.044199523330096,0.4341389184710428,Dodecahedron with triangular faces - p2345 plane normalized,1,1a,1,"[4.692830057524327, 4.292760442711487]",0.0,4.492795250117908,ABC2D2E8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Ca-Gd-Mn-Ni-O,0.042486885357144,-2.9031063248522173,1.6446,5,Monoclinic,m,Cm,oxide,,Ca,"Mn, Ni",,,,"C, N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.5109621378085096
mp-1228796,Ba3GdIrRuO9,1.8445983938277937,0.593039703047775,Octahedron,1,2a,1,[0.015452362827015],0.0,0.015452362827015,ABCD3E9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Gd-Ir-O-Ru,0.0,-2.559445923333334,0.0,5,Hexagonal,6mm,P6_3mc,oxide,,Ba,"Ru, Ir",,,B,O,I,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.255961143376396
mp-1229059,Ba10Gd2Y3(Cu3O7)5,2.444836042988252,-0.0155093298340489,Cube,1,2n,1,[0.044116827684302],0.0,0.044116827684302,A2B3C10D15E35,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-Gd-O-Y,0.031446767394231,-2.173916957307692,0.0,5,Monoclinic,2/m,P2/m,oxide,,Ba,"Cu, Y",,,B,"C, O",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4296100254876256
mp-1229095,Ba2CaCeGd2Ti2(CuO7)2,1.502971709271112,0.960853651522518,"Cube, Tricapped triangular prism (three square-face caps)",2,"1a, 1b",2,"[3.9054918383092962, 0.049535709613695]",0.0,1.9775137739614956,ABC2D2E2F2G14,2,2,1,"[8.0, 9.0]","[8.0, 9.0]",8.5,8.0,9.0,8.5,8.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Ca-Ce-Cu-Gd-O-Ti,0.037378127465277,-3.159962158611109,0.0,7,Tetragonal,4mm,P4mm,oxide,,"Ca, Ba","Ti, Cu",,,B,"C, O",,,"Ce, Gd",,"B $\in$ [0.5, 1]",Positive B,2.5167368776599157
mp-1229238,Ba10Gd4Y(Cu3O7)5,2.4328038913926813,-0.0026515897857031,Cube,1,2t,1,"[0.07880228116059901, 0.093545903932317]",0.0,0.086174092546458,AB4C10D15E35,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-Gd-O-Y,0.030587005336538,-2.17027978623077,0.0,5,Orthorhombic,mmm,Pmmm,oxide,,Ba,"Cu, Y",,,B,"C, O",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.434295160988718
mp-1229271,Ba4Sr2Gd2Co4O15,2.418022017888751,0.0548577324340207,Square-face bicapped trigonal prism,1,1a,1,"[1.8045281391376191, 1.662262326905506, 1.888086908533845, 1.556320021562316]",0.0,1.7277993490348216,A2B2C4D4E15,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Co-Gd-O-Sr,0.0,-2.575120676851852,0.6201999999999991,5,Triclinic,1,P1,oxide,,"Sr, Ba",Co,,,B,"C, O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.472063356073096
mp-1229307,Ba10Gd3Y2(Cu3O7)5,2.4003567182344967,0.0404254470992812,Cube,1,"2t, 1f",2,"[0.089892309441277, 0.09682129658337]",0.0,0.0933568030123235,A2B3C10D15E35,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-Gd-O-Y,0.029976734211539,-2.173138523923077,0.0,5,Orthorhombic,mmm,Pmmm,oxide,,Ba,"Cu, Y",,,B,"C, O",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4384440653191475
mp-1229327,Ba8Gd4(Cu4O9)3,3.0195690971814013,-0.5966467804179582,Cube,1,"1d, 1c, 2i",3,"[0.096112338817635, 0.08752528492544401, 0.09242594663664501]",0.0,0.09202119012657467,A4B8C12D27,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-Gd-O,0.027508978921563,-2.182020990490195,0.0,4,Monoclinic,2/m,C2/m,oxide,,Ba,Cu,,,B,"C, O",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.4399782237167873
mp-13775,Gd2Si2O7,2.287757789391537,0.1553976224811451,Face-capped octahedron,1,8d,1,[2.205396250413347],0.0,2.205396250413347,A2B2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Gd-O-Si,0.0,-3.629723050909097,3.2104,3,Orthorhombic,mmm,Pnma,oxide,,,,,,Si,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.3898164492257856
mp-1516849,BaNaGdWO6,2.15869158313791,0.2000044326886507,Octahedron,1,4f,1,[0.015577657396608002],0.0,0.015577657396608002,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Gd-Na-O-W,0.015386676895824,-2.8934589121379317,2.8728,5,Orthorhombic,mmm,Pnnn,oxide,Na,Ba,W,,,B,"N, O",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.2973698940382152
mp-1518035,BaSrGdBiO6,2.2834273868942274,-0.0075681744082227,Octahedron,1,4e,1,[0.015145986911326001],0.0,0.015145986911326001,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Gd-O-Sr,0.017664483124999,-2.794251054249999,1.6166,5,Orthorhombic,mmm,Pnnn,oxide,,"Sr, Ba",,,Bi,B,"O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2781304093169727
mp-1518043,BaSrGdBiO6,2.306276573396917,-0.0227092762421015,Octahedron,1,"1d, 1g",2,"[0.08158180956260601, 0.049561341735717]",0.0,0.06557157564916151,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Gd-O-Sr,0.008457053375,-2.803458484,1.4773,5,Triclinic,-1,P-1,oxide,,"Sr, Ba",,,Bi,B,"O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.290501536513044
mp-1520732,SrCaGdBiO6,2.502377520309101,-0.2981818710321058,Octahedron,1,"1d, 1g",2,"[0.099102126155651, 0.139159862720416]",0.0,0.1191309944380335,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Bi-Ca-Gd-O-Sr,0.0,-2.82190444,1.5225,5,Triclinic,-1,P-1,oxide,,"Ca, Sr",,,Bi,B,"C, O, S",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.2952746390001093
mp-1521131,BaCaGdSbO6,2.282725982568688,0.007166775880139,Octahedron,1,4f,1,[0.045703980034222005],0.0,0.045703980034222005,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Ca-Gd-O-Sb,0.037437521583335,-3.023915165999999,3.3444000000000003,5,Orthorhombic,mmm,Pnnn,oxide,,"Ca, Ba",,,,"B, Sb","C, O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2877429446556463
mp-1521197,BaCaGdSbO6,2.5193271860402056,-0.324303767579966,Octahedron,1,"1c, 1f",2,"[0.206979058426588, 0.116950014272857]",0.0,0.16196453634972252,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Ca-Gd-O-Sb,0.037117157583333,-3.024235530000001,3.3061,5,Triclinic,-1,P-1,oxide,,"Ca, Ba",,,,"B, Sb","C, O, S",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.2942949429201303
mp-1522883,BaSrGdNbO6,2.3015794974457178,-0.0038299296261292,Octahedron,1,"1c, 1f",2,"[0.040106017706586006, 0.036452164854908]",0.0,0.038279091280747,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Gd-Nb-O-Sr,0.012330790874999,-3.419076794,2.7823,5,Triclinic,-1,P-1,oxide,,"Sr, Ba",Nb,,,B,"N, O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2989183195654257
mp-1522918,BaSrGdNbO6,2.2469065693337607,0.066415525098658,no_data,1,no_data,1,no_data,0.0,no_data,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Gd-Nb-O-Sr,0.015653065374999,-3.415754519499999,2.801,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",Nb,,,B,"N, O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2933033856073854
mp-1523201,BaCaGdBiO6,2.6932282918263653,-0.5682642242780467,Octahedron,1,"1d, 1g",2,"[0.22510221185605603, 0.13991026601418802]",0.0,0.18250623893512202,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Ca-Gd-O,0.000682184874996,-2.781578738000001,1.4407,5,Triclinic,-1,P-1,oxide,,"Ca, Ba",,,Bi,B,"C, O",,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.29853774626912
mp-1523231,BaCaGdBiO6,2.306093595773673,-0.0269660552899168,Octahedron,1,4u,1,[0.23013606202422401],0.0,0.23013606202422401,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Post-Transition Metals",GGA,Ba-Bi-Ca-Gd-O,0.001618076374997,-2.780642846500001,1.552499999999998,5,Orthorhombic,222,P222,oxide,,"Ca, Ba",,,Bi,B,"C, O",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2873135343259956
mp-1523308,BaSrGdSbO6,2.3165674845456765,-0.0545386417482271,Octahedron,1,4u,1,[0.041890878529223005],0.0,0.041890878529223005,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Ba-Gd-O-Sb-Sr,0.004762459874999,-3.04948501175,3.4364,5,Orthorhombic,222,P222,oxide,,"Sr, Ba",,,,"B, Sb","O, S",,,Gd,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.278527922234422
mp-15275,NaGdTiO4,1.5560144472203676,0.9300851044288536,Tricapped triangular prism (three square-face caps),1,2c,1,[2.679656681178892],0.0,2.679656681178892,ABCD4,1,1,1,[9.0],[9.0],9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Gd-Na-O-Ti,0.02613608071427,-3.341147849958949,0.0373,4,Tetragonal,4/mmm,P4/nmm,oxide,Na,,Ti,,,,"N, O",,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.533431656357283
mp-15904,BaGd2ZnO5,2.623441965771037,-0.2649952388067101,Square-face capped trigonal prism,1,4c,1,"[1.9766421248558321, 1.624135694654104]",0.0,1.8003889097549681,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Gd-O-Zn,0.014632035185181,-3.200785198888888,2.6449,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Zn,,,B,O,,,Gd,,"B $\in$ [-1, -0.1]",Negative B,2.391617426350718
mp-15922,Gd2ReO5,1.7622002100209606,0.7377751467535719,Square antiprism,1,8g,1,[1.7988895828756242],0.0,1.7988895828756242,AB2C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Gd-O-Re,0.0,-3.196348361562499,0.0,3,Tetragonal,4/m,P4/n,oxide,,,Re,,,,O,,,Gd,,"B $\in$ [0.5, 1]",Positive B,2.433704247039678
mp-16461,Gd2Si2O7,2.1442150240742484,0.3371824322987422,"Square-face bicapped trigonal prism, Square antiprism",2,4e,1,"[4.920922291572654, 1.979211081706699]",0.0,3.4500666866396763,A2B2C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Gd-O-Si,0.03015819022729,-3.599564860681817,2.9046000000000003,3,Monoclinic,2/m,P2_1/c,oxide,,,,,,Si,"O, S",,,Gd,,"B $\in$ [0.1, 0.5]",Positive B,2.4523822970437426
