material_id,chem_formula,R$_0$,B,I_chemenv,num_I_chemenvs,I_wyckoff,num_I_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_I_sites,num_CN_env,num_charge_states,IX_coordn,IO_coordn,mean_coordn_I-X,min_coordn_I-X,max_coordn_I-X,mean_coordn_I-O,min_coordn_I-O,max_coordn_I-O,mean_I_charge,min_I_charge,max_I_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_IO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-542671,K2Mo(I2O7)2,2.130925442816567,0.6587811815762306,"See-saw, Triangular non-coplanar",2,4f,1,"[2.794671652342704, 0.63551127724902]",0.0,1.715091464795862,AB2C4D14,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.093545537553304,GGA_U,I-K-Mo-O,0.0,-1.29855569902381,2.9387,4,Monoclinic,2/m,C2/c,oxide,K,None,Mo,None,None,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-542694,HI3O8,2.1139299021236537,0.5167456431315303,"See-saw, Triangular non-coplanar",2,4e,1,"[1.964290148366477, 3.225419833492736, 2.885348981412445]",0.0,2.6916863210905526,AB3C8,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals",2.1898544120566337,GGA,H-I-O,0.007769563124997001,-0.8141351182291671,2.5131,3,Monoclinic,2/m,P2_1/c,oxide,None,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-553927,Pu(IO3)4,1.8808421080753035,0.12764731965677706,Triangular non-coplanar,1,8g,1,[1.455182074330581],0.0,1.455182074330581,AB4C12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Halogens, Nonmetals",1.8168448056034423,r2SCAN,I-O-Pu,0.0008560523529370001,-1.238536308455883,0.09099999999999901,3,Tetragonal,4/m,P4_2/n,iodate,None,None,None,None,None,None,"O, P",I,None,None,Pu,"B $\in$ [0.1, 0.5]",Positive B
mp-553996,K2UCr(IO6)2,2.0337326613117734,0.3841874939698844,Triangular non-coplanar,1,4e,1,"[0.9180758679110411, 0.790166257391373]",0.0,0.854121062651207,ABC2D2E12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Nonmetals, Transition Metals",1.8383417062292178,GGA_U,Cr-I-K-O-U,0.0,-1.9427757006666662,2.141,5,Monoclinic,2/m,P2_1/c,hypoiodite,K,None,Cr,None,None,None,"C, O",I,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-554274,CsMoIO6,1.9180906963435596,0.1414847252802234,Triangular non-coplanar,1,4a,1,[1.000785435501295],0.0,1.000785435501295,ABCD6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.846148956574523,GGA_U,Cs-I-Mo-O,0.0,-1.640991870795019,2.6158,4,Orthorhombic,mm2,Pna2_1,hypoiodite,Cs,None,Mo,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-554430,NaCu(IO3)3,2.19052129226231,0.7701077595211583,Triangular non-coplanar,1,2i,1,"[1.35685166542501, 1.454132275484751, 0.588704046978735]",0.0,1.1332293292961653,ABC3D9,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.996909530260345,GGA,Cu-I-Na-O,0.0,-1.008408598312808,0.056999999999999,4,Triclinic,-1,P-1,iodate,Na,None,Cu,None,None,None,"C, N, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-554787,RbMoIO6,1.88471366228976,0.0667169972767868,See-saw,1,4a,1,[3.385483299824911],0.0,3.385483299824911,ABCD6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.8507696715494006,GGA_U,I-Mo-O-Rb,0.0,-1.636921128333333,2.6081,4,Orthorhombic,mm2,Pna2_1,hypoiodite,Rb,None,Mo,None,None,None,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-554821,Tb(IO3)3,2.1249944806469694,0.6561350934825259,"See-saw, Triangular non-coplanar",2,4e,1,"[2.309083295915059, 1.270126511133485, 1.263805307661257]",0.0,1.6143383715699338,AB3C9,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",2.0226412778850036,r2SCAN,I-O-Tb,0.0,-1.117455736923078,3.5024,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,O,I,None,Tb,None,"B $\in$ [0.5, 1]",Positive B
mp-554888,KUI3O11,2.2672688340616767,0.824564406953608,Triangular non-coplanar,1,8c,1,"[0.744902172666227, 1.4019210181780961, 0.753201442170596]",0.0,0.9666748776716396,ABC3D11,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Nonmetals",1.91442092331009,GGA,I-K-O-U,0.0,-1.687038816937499,2.2768,4,Orthorhombic,mmm,Pbca,oxide,K,None,None,None,None,None,O,I,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-554998,LiV(IO4)2,1.9680530588633325,0.23062666393631281,Triangular non-coplanar,1,4e,1,"[1.156393298367775, 1.012993745630633]",0.0,1.084693521999204,ABC2D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.8514111255499923,GGA_U,I-Li-O-V,0.0011571969791670002,-1.464572214236111,2.659399999999999,4,Monoclinic,2/m,P2_1/c,periodate,Li,None,V,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-555903,Al(IO3)3,1.9090860736817041,0.17367830733454814,Triangular non-coplanar,1,6c,1,[1.3571135352795252],0.0,1.3571135352795252,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",1.8220103332931237,r2SCAN,Al-I-O,0.0,-0.9196302809615391,3.346599999999999,3,Hexagonal,6,P6_3,iodate,None,None,None,None,Al,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-556079,Eu(IO3)3,2.1696267458325353,0.7156406540017061,"See-saw, Triangular non-coplanar",2,4e,1,"[2.313649489921569, 1.061753019059871, 1.26076845477835]",0.0,1.5453903212532634,AB3C9,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",2.0577492394570895,GGA,Eu-I-O,0.0,-1.323787097307693,0.0,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,O,I,None,Eu,None,"B $\in$ [0.5, 1]",Positive B
mp-556129,Cs2Zr(IO3)6,1.9907060144238578,0.2948857819934405,Triangular non-coplanar,1,6f,1,[0.9516954862009691],0.0,0.9516954862009691,AB2C6D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.8414479215837092,GGA,Cs-I-O-Zr,0.0,-1.3684978555300131,3.4585,4,Trigonal,-3,R-3,iodate,Cs,None,Zr,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-556136,KMoIO6,2.123844540155522,0.5360923963484947,Triangular non-coplanar,1,4e,1,[1.226769790124763],0.0,1.226769790124763,ABCD6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.85152510220827,GGA_U,I-K-Mo-O,0.0,-1.633520034694444,2.9911000000000003,4,Monoclinic,2/m,P2_1/c,hypoiodite,K,None,Mo,None,None,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-556216,HIO3,1.8962992988454943,0.07942953857476917,Triangular non-coplanar,1,8c,1,[0.8641251285957281],0.0,0.8641251285957281,ABC3,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals",1.8564766191846076,GGA,H-I-O,0.018122821749998002,-0.8954015220000001,3.0606,3,Orthorhombic,mmm,Pbca,iodate,None,None,None,None,None,None,"H, O",I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-556346,Pr(IO3)3,2.188552559822951,0.8832066669448497,"See-saw, Triangular non-coplanar",2,4e,1,"[2.214600793492505, 1.5677168432791122, 1.147214436614814]",0.0,1.6431773577954771,AB3C9,2,3,1,"[3.0, 4.0, 6.0]","[3.0, 4.0, 6.0]",4.333333333333333,3.0,6.0,4.333333333333333,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",2.082897405547104,r2SCAN,I-O-Pr,0.0,-1.099934761282049,3.4024,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,"O, P",I,None,Pr,None,"B $\in$ [0.5, 1]",Positive B
mp-556374,K2U3(IO5)4,2.127767993069703,0.6608746965692355,"See-saw, Triangular non-coplanar",2,2i,1,"[0.8447662402482121, 2.4480450565048812]",0.0,1.6464056483765468,A2B3C4D20,2,1,1,[4.0],[4.0],4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Nonmetals",1.9884122459051092,r2SCAN,I-K-O-U,0.0,-2.167465826362081,1.8921000000000001,4,Triclinic,-1,P-1,hypoiodite,K,None,None,None,None,None,O,I,None,None,U,"B $\in$ [0.5, 1]",Positive B
mp-556399,LaTiI5O16,2.080112938003869,0.4913718964140319,"See-saw, Triangular non-coplanar",2,4e,1,"[2.801704625305761, 1.182431549931375, 1.137168448471428, 1.25460770008578, 1.031240286661582]",0.0,1.4814305220911852,ABC5D16,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",1.9399996021257597,GGA,I-La-O-Ti,0.0,-1.5441004226449282,2.8734,4,Monoclinic,2/m,P2_1/c,oxide,None,None,Ti,None,None,None,O,I,None,La,None,"B $\in$ [0.1, 0.5]",Positive B
mp-556578,Cd(IO3)2,2.1420356113441086,0.6475214875856901,Triangular non-coplanar,1,4a,1,"[1.59225281453684, 1.260590640652466, 1.551825803141692, 0.962986246538803]",0.0,1.34191387621745,AB2C6,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.99266635051204,SCAN,Cd-I-O,0.010891103888889002,-0.62656776611111,3.334899999999999,3,Orthorhombic,mm2,Pca2_1,iodate,None,None,Cd,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-556582,Cu(IO3)2,2.071206907168283,0.5396046444217508,Triangular non-coplanar,1,2e,1,"[1.283741664552712, 0.9712089417250961]",0.0,1.127475303138904,AB2C6,1,2,1,"[3.0, 5.0]","[3.0, 5.0]",4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.011230465007831,r2SCAN,Cu-I-O,0.0,-0.829651572777776,0.49990000000000007,3,Monoclinic,2/m,P2_1/m,iodate,None,None,Cu,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-556764,K2UMo(IO6)2,2.0218206928984808,0.3607517226707899,Triangular non-coplanar,1,4e,1,"[0.7872779387207941, 0.8465341876190291]",0.0,0.8169060631699117,ABC2D2E12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Nonmetals, Transition Metals",1.8383324549560989,GGA_U,I-K-Mo-O-U,0.0,-2.008158812888889,2.2171,5,Monoclinic,2/m,P2_1/c,hypoiodite,K,None,Mo,None,None,None,O,I,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-556847,RbV(IO4)2,1.9613039861057309,0.20944782114095523,Triangular non-coplanar,1,2i,1,"[1.046815786027053, 1.359000176163177]",0.0,1.202907981095115,ABC2D8,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.8559083331995418,GGA_U,I-O-Rb-V,0.0,-1.477540501875,2.7622,4,Triclinic,-1,P-1,periodate,Rb,None,V,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-557228,Rb2Mo(IO3)6,2.0465799301796945,0.38758258773819987,Triangular non-coplanar,1,6f,1,[1.332504891715363],0.0,1.332504891715363,AB2C6D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.85040613837803,GGA_U,I-Mo-O-Rb,0.0,-1.157499131666666,0.0,4,Trigonal,-3,R-3,iodate,Rb,None,Mo,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-557441,KAu(IO3)4,2.2177874402870854,0.7468958875033629,Triangular non-coplanar,1,1a,1,"[1.108703994987353, 0.764109772237147, 1.7255755586739792, 1.226894106215816]",0.0,1.2063208580285738,ABC4D12,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.9165971276019407,GGA,Au-I-K-O,0.0,-0.9163156492916661,2.1181,4,Triclinic,1,P1,iodate,K,None,Au,None,None,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-557449,KCrIO6,2.228538310297153,0.6084612322939007,Triangular non-coplanar,1,4e,1,[0.986164317112548],0.0,0.986164317112548,ABCD6,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.1651414493797305,GGA_U,Cr-I-K-O,0.0023767002314790003,-1.474562101916666,2.5061,4,Monoclinic,2/m,P2_1/c,hypoiodite,K,None,Cr,None,None,None,"C, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-558007,Sm(IO3)3,1.8102170980004586,0.00560283324357946,Triangular non-coplanar,1,4e,1,"[0.784700005500587, 1.225625406849925, 0.9720631111659621]",0.0,0.9941295078388247,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.807371887663636,r2SCAN,I-O-Sm,0.0,-1.101016449807693,3.6185,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,"O, S",I,None,Sm,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-558108,U3Tl2(IO5)4,2.051075869184973,0.392672160891805,"See-saw, Triangular non-coplanar",2,2i,1,"[0.628622689012553, 2.353465926467972]",0.0,1.4910443077402626,A2B3C4D20,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Halogens, Nonmetals, Post-Transition Metals",1.9242337891429044,GGA,I-O-Tl-U,0.004188252319750001,-2.02234472954023,1.7019000000000002,4,Triclinic,-1,P-1,hypoiodite,None,None,None,None,Tl,None,O,I,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-558346,Nd(IO3)3,2.1848446665125723,0.8733369906098665,"See-saw, Triangular non-coplanar",2,4e,1,"[1.563855624013685, 2.230453175209918, 1.165170034010613]",0.0,1.653159611078072,AB3C9,2,3,1,"[3.0, 4.0, 6.0]","[3.0, 4.0, 6.0]",4.333333333333333,3.0,6.0,4.333333333333333,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",2.080358069668889,r2SCAN,I-Nd-O,0.0,-1.104481362115384,3.3445,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,"N, O",I,None,Nd,None,"B $\in$ [0.5, 1]",Positive B
mp-558424,Rb2UCr(IO6)2,2.0291699871015725,0.37697138590743223,Triangular non-coplanar,1,4e,1,"[0.8568377419705231, 0.763982140623748]",0.0,0.8104099412971355,ABC2D2E12,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Nonmetals, Transition Metals",1.8374503489699692,GGA_U,Cr-I-O-Rb-U,0.0,-1.945091591111111,2.2192,5,Monoclinic,2/m,P2_1/c,hypoiodite,Rb,None,Cr,None,None,None,"C, O",I,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-558917,LiMoIO6,1.903739076272899,0.1363532085961804,Triangular non-coplanar,1,2a,1,[1.01934260594526],0.0,1.01934260594526,ABCD6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.834944904702607,GGA_U,I-Li-Mo-O,0.0,-1.6296289764814822,2.2334,4,Monoclinic,2,P2_1,hypoiodite,Li,None,Mo,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-559065,NaI3O8,2.119023317246549,0.5510957431856915,See-saw,1,"2g, 4h",2,"[1.259473495887654, 2.737934433479519]",0.0,1.9987039646835865,AB3C8,1,2,1,"[4.0, 6.0]","[4.0, 6.0]",5.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals",2.147869785315566,r2SCAN,I-Na-O,0.0,-0.598583177291665,3.1418,3,Tetragonal,-4,P-4,oxide,Na,None,None,None,None,None,"N, O",I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-559254,Rb2U3(IO5)4,2.049321461348086,0.39300450618927957,"See-saw, Triangular non-coplanar",2,2i,1,"[2.581144831026383, 0.6413941857785731]",0.0,1.611269508402478,A2B3C4D20,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Alkali Metals, Halogens, Nonmetals",1.9223896460561092,GGA,I-O-Rb-U,0.0,-2.16585455637931,1.9066,4,Triclinic,-1,P-1,hypoiodite,Rb,None,None,None,None,None,O,I,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-559476,Dy(IO3)3,1.8090861642766836,-0.010070087964360305,Triangular non-coplanar,1,4e,1,"[1.366245064890945, 0.8350934865039911, 1.117492260828274]",0.0,1.1062769374077368,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.814198593155082,SCAN,Dy-I-O,0.011947426923075,-1.105126961153847,3.5241,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,O,I,None,Dy,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-559573,UAgIO6,1.9644462847316704,0.22373557374902098,"See-saw, Triangular non-coplanar",2,4e,1,"[1.196428482570229, 1.974598383305008, 1.6248093410996711, 0.7679043650179571]",0.0,1.3909351429982162,ABCD6,2,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Actinides, Halogens, Nonmetals, Transition Metals",1.8904320303715245,GGA,Ag-I-O-U,0.034658927916693005,-1.966903358935184,1.288599999999999,4,Monoclinic,2/m,P2_1/c,hypoiodite,None,None,Ag,None,None,None,O,I,None,None,U,"B $\in$ [0.1, 0.5]",Positive B
mp-559637,Dy(IO3)3,2.125753775826449,0.65795277125895,"See-saw, Triangular non-coplanar",2,4e,1,"[1.213185784348871, 1.266816098301613, 2.311219240697561]",0.0,1.5970737077826815,AB3C9,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",2.023071646267082,r2SCAN,Dy-I-O,0.0,-1.117074388076922,3.415199999999999,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,O,I,None,Dy,None,"B $\in$ [0.5, 1]",Positive B
mp-559744,KV(IO4)2,2.2663409774153283,0.8256178954190745,Triangular non-coplanar,1,4e,1,"[1.140926187079459, 1.44737022108635]",0.0,1.2941482040829044,ABC2D8,1,2,1,"[3.0, 4.0]","[3.0, 4.0]",3.5,3.0,4.0,3.5,3.0,4.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.9340330584973384,r2SCAN,I-K-O-V,0.0,-1.4705246589375012,2.7395,4,Monoclinic,2/m,P2_1/c,periodate,K,None,V,None,None,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-560365,Rb2Zr(IO3)6,1.9914506070760367,0.29091756806060803,Triangular non-coplanar,1,6f,1,[1.066404821262707],0.0,1.066404821262707,AB2C6D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.8442028689256929,GGA,I-O-Rb-Zr,0.0,-1.369478456851853,3.4210000000000003,4,Trigonal,-3,R-3,iodate,Rb,None,Zr,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-560376,RbV2I3O13,2.1862834141047554,0.5365643481951968,Triangular non-coplanar,1,"2b, 4c",2,"[0.6894753078094831, 1.244604411152406]",0.0,0.9670398594809445,AB2C3D13,1,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",2.050022820416562,GGA_U,I-O-Rb-V,0.0,-1.501278554868421,1.7589000000000001,4,Orthorhombic,mm2,Ima2,oxide,Rb,None,V,None,None,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-560489,Gd(IO3)3,1.8117769181399663,-0.00409342359209489,Triangular non-coplanar,1,4e,1,"[1.055078290111696, 0.825952955234293, 1.315415116745211]",0.0,1.0654821206970666,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals",1.8138550599740542,SCAN,Gd-I-O,0.009704319807694001,-1.083154476923075,3.1205,3,Monoclinic,2/m,P2_1/c,iodate,None,None,None,None,None,None,O,I,None,Gd,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-560685,K2Ge(IO3)6,2.0827100418125903,0.4455300561124617,See-saw,1,6f,1,[2.371638266414746],0.0,2.371638266414746,AB2C6D18,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Metalloids, Nonmetals",1.8572065010644943,GGA,Ge-I-K-O,0.0,-1.157772099981482,3.1784,4,Trigonal,-3,R-3,iodate,K,None,None,None,None,Ge,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-560995,Y(IO3)3,2.1257995736384716,0.6579753189180568,"See-saw, Triangular non-coplanar",2,4e,1,"[1.269143828868893, 2.316884095799631, 1.237619198028721]",0.0,1.6078823742324149,AB3C9,2,2,1,"[3.0, 6.0]","[3.0, 6.0]",4.5,3.0,6.0,4.5,3.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",2.023101047999063,r2SCAN,I-O-Y,0.0,-1.110921910961539,3.5218,3,Monoclinic,2/m,P2_1/c,iodate,None,None,Y,None,None,None,O,I,None,None,None,"B $\in$ [0.5, 1]",Positive B
mp-561060,KMoIO6,1.930945905358729,0.17441629787162571,Triangular non-coplanar,1,8c,1,[1.39018244669014],0.0,1.39018244669014,ABCD6,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Halogens, Nonmetals, Transition Metals",1.8433489465525075,GGA_U,I-K-Mo-O,0.004666340833344,-1.6288536938611111,2.901,4,Orthorhombic,mmm,Pbca,hypoiodite,K,None,Mo,None,None,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-561104,Ga(IO3)3,1.9230887037707056,0.19798173395095095,Triangular non-coplanar,1,6c,1,[1.343385647837837],0.0,1.343385647837837,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Post-Transition Metals",1.823831235349415,r2SCAN,Ga-I-O,0.0,-1.0737182925,3.318699999999999,3,Hexagonal,6,P6_3,iodate,None,None,None,None,Ga,None,O,I,None,None,None,"B $\in$ [0.1, 0.5]",Positive B
mp-561108,Y(IO3)3,1.8093042857045867,-0.008681166480010643,Triangular non-coplanar,1,4e,1,"[1.359385257635585, 1.101285195807353, 0.8207826850345871]",0.0,1.0938177128258417,AB3C9,1,1,1,[3.0],[3.0],3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,1,1,O2-,"Halogens, Nonmetals, Transition Metals",1.8137109881826008,SCAN,I-O-Y,0.012243289230768001,-1.09867862173077,3.5408,3,Monoclinic,2/m,P2_1/c,iodate,None,None,Y,None,None,None,O,I,None,None,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
