material_id,chem_formula,R$_0$,B,Dy_chemenv,num_Dy_chemenvs,Dy_wyckoff,num_Dy_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Dy_sites,num_CN_env,num_charge_states,DyX_coordn,DyO_coordn,mean_coordn_Dy-X,min_coordn_Dy-X,max_coordn_Dy-X,mean_coordn_Dy-O,min_coordn_Dy-O,max_coordn_Dy-O,mean_Dy_charge,min_Dy_charge,max_Dy_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_DyO_BondL
mp-16600,Dy2B4O9,2.049808941031457,0.3604267404428857,"Square-face bicapped square antiprism, Tricapped triangular prism (three square-face caps)",2,2i,1,"[5.151813780726941, 3.086772583988188]",0.5,4.1192931823575645,A2B4C9,2,2,1,"[10.0, 9.0]","[10.0, 9.0]",9.5,9.0,10.0,9.5,9.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,B-Dy-O,0.018478474999984,-3.288080790333332,5.6245,3,Triclinic,-1,P-1,oxide,,,,,,B,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.451997727365176
mp-17062,Dy2Si2O7,2.038091208540839,0.3924821642797873,"Square-face bicapped trigonal prism, Octahedron, Square-face capped trigonal prism",3,2i,1,"[2.701556227221682, 3.047911688348762, 1.970585612658141, 2.509791656286022]",0.0,2.5574612961286514,A2B2C7,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,Dy-O-Si,0.005213986590913,-3.514263746969697,4.9489,3,Triclinic,-1,P-1,oxide,,,,,,Si,"O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3906891400179124
mp-17822,Dy2MoO6,2.19453694564569,0.2115616639774621,"Cube, Square antiprism",2,"4f, 2e",2,"[3.625354043572997, 2.883313898980557, 1.582789776742875]",0.0,2.6971525730988097,AB2C6,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-Mo-O,0.0,-3.187545564259259,2.166,3,Monoclinic,2/m,C2/c,oxide,,,Mo,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3903093495407637
mp-18108,Dy4(B2O5)3,1.8422841366222429,0.6226439688424945,Square-face bicapped trigonal prism,1,4f,1,"[3.7072583825152483, 4.261182655721029]",0.0,3.984220519118139,A4B6C15,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Dy-O,0.0202374136,-3.373301508266665,5.4506,3,Monoclinic,2/m,C2/c,diborate,,,,,,B,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.4357808043605678
mp-18109,RbDy(SO4)2,2.317274066102861,0.089531674259388,no_data,1,no_data,1,no_data,0.0,no_data,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Dy-O-Rb-S,0.0,-2.553701882638888,5.719399999999999,4,Orthorhombic,mmm,Pnna,sulfate,Rb,,,,,,"O, S",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.405119632476434
mp-18296,Ba5Dy8Zn4O21,2.929885145819623,-0.6471146246095769,Square-face capped trigonal prism,1,4h,1,"[1.568806534716616, 2.305696062333088]",0.0,1.9372512985248522,A4B5C8D21,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Dy-O-Zn,0.007140439013157,-3.24790919127193,3.3654,4,Tetragonal,4/m,I4/m,oxide,,Ba,Zn,,,B,O,,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.360847896981511
mp-18601,DyMn2O5,1.758877595437756,0.657038056694685,Square-face bicapped trigonal prism,1,4g,1,[2.429858817246259],0.0,2.429858817246259,AB2C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-Mn-O,0.0,-2.6523155571910912,1.0799,3,Orthorhombic,mmm,Pbam,oxide,,,Mn,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3759516494891497
mp-18804,BaDyCo4O7,2.2503132987868173,0.0054486206772615,Octahedron,1,2b,1,[0.067857050767334],0.0,0.067857050767334,ABC4D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-Co-Dy-O,0.020061765480774,-2.062001783974359,0.0,4,Hexagonal,6mm,P6_3mc,oxide,,Ba,Co,,,B,"C, O",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.254098096648336
mp-19164,BaDy2CoO5,1.9679121793881813,0.4881596829720177,Square-face capped trigonal prism,1,2i,1,[1.790908814122369],0.0,1.790908814122369,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",SCAN,Ba-Co-Dy-O,0.003662197407404,-3.143562266481481,1.3935,4,Orthorhombic,mmm,Immm,oxide,,Ba,Co,,,B,"C, O",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3383095851849194
mp-19265,DyNiO3,1.2172975303547466,1.2984326652881104,Square-face bicapped trigonal prism,1,4c,1,[1.6605228446622982],0.0,1.6605228446622982,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-Ni-O,0.0,-2.501074798833333,0.0,3,Orthorhombic,mmm,Pnma,oxide,,,Ni,,,,"N, O",,,Dy,,B > 1,Positive B,2.3874998903292926
mp-19381,DyCrO3,0.935178695544768,1.652254259221399,Square-face bicapped trigonal prism,1,4c,1,[1.6700131035216952],0.0,1.6700131035216952,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Cr-Dy-O,0.0,-3.220740385333334,2.4922,3,Orthorhombic,mmm,Pnma,oxide,,,Cr,,,,"C, O",,,Dy,,B > 1,Positive B,2.412354537717943
mp-19416,BaDy2NiO5,-1.0913274686581515e-05,2.8533704162798754,Square-face capped trigonal prism,1,2j,1,[2.104500816997372],0.0,2.104500816997372,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Dy-Ni-O,0.006110011666667,-3.12600791648148,0.0,4,Orthorhombic,mmm,Immm,oxide,,Ba,Ni,,,B,"N, O",,,Dy,,B > 1,Positive B,2.3683067918445717
mp-20778,Dy2Be2GeO7,1.9968583403684816,0.4735972296468036,Square antiprism,1,4e,1,[1.2911889136627321],0.0,1.2911889136627321,AB2C2D7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",GGA,Be-Dy-Ge-O,0.0,-3.286430635277777,4.4691,4,Tetragonal,-42m,P-42_1m,oxide,,Be,,,,"B, Ge",O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.433735491912967
mp-20845,Dy2Sn2O7,1.83895363552418,0.5934116711398071,Cube,1,4d,1,[1.391506141932606],0.0,1.391506141932606,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Dy-O-Sn,0.0,-3.027287646212119,2.7123,3,Cubic,m-3m,Fd-3m,oxide,,,,,Sn,,"O, S",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.4307300706905637
mp-22103,DyMnO3,1.1742907020797548,1.407188323859146,Square-face bicapped trigonal prism,1,4c,1,[1.537785087436645],0.0,1.537785087436645,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-Mn-O,0.022302571166664,-3.03514468741954,0.413399999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Mn,,,,O,,,Dy,,B > 1,Positive B,2.438923071322315
mp-2211594,Dy3SbO7,1.9608687388418968,0.4747476514497972,"Cube, Pentagonal bipyramid",2,"4c, 2a",2,"[3.799285090639718, 1.14073143133343]",0.0,2.470008260986574,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Dy-O-Sb,0.0,-3.3048779059090903,3.7098,3,Orthorhombic,mmm,Cmcm,oxide,,,,,,Sb,"O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.375147316735649
mp-22137,DyCoO3,1.2232009451929249,1.2736332234934031,Square-face bicapped trigonal prism,1,4c,1,[1.6628933401531731],0.0,1.6628933401531731,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Co-Dy-O,0.009307952214286,-2.608191084333332,1.192399999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Co,,,,"C, O",,,Dy,,B > 1,Positive B,2.3713001098929634
mp-22196,Dy2Cu(GeO3)4,1.9386721068833968,0.4803321424491633,Pentagonal bipyramid,1,2i,1,[3.839205831689633],0.0,3.839205831689633,AB2C4D12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cu-Dy-Ge-O,0.030056023157893,-2.5213368922807,0.720299999999999,4,Triclinic,-1,P-1,oxide,,,Cu,,,Ge,"C, O",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.34724337002
mp-22283,DyFeO3,0.8081862624420919,1.807612084854437,Square-face bicapped trigonal prism,1,4c,1,[1.5850256844522792],0.0,1.5850256844522792,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-Fe-O,0.006325670999999,-2.849742895333331,0.9134,3,Orthorhombic,mmm,Pnma,oxide,,,Fe,,,,O,F,,Dy,,B > 1,Positive B,2.4258070876934363
mp-22550,BaDy2CuO5,1.6903312801332355,0.7898294776746398,Square-face capped trigonal prism,1,4c,1,"[2.105665619181286, 1.950488783960476]",0.0,2.028077201570881,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-Dy-O,0.027284643055556,-3.083058379537037,0.0,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Cu,,,B,"C, O",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.346896821485546
mp-22789,DyVO3,0.9514238040477636,1.6430310531253358,Square-face bicapped trigonal prism,1,4c,1,[1.561004200465361],0.0,1.561004200465361,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-V,0.0,-3.296628931333332,1.6567999999999992,3,Orthorhombic,mmm,Pnma,oxide,,,V,,,,O,,,Dy,,B > 1,Positive B,2.4204900197524597
mp-24971,BaDyFe2O5,2.430527461643152,0.00943657517894,Cube,1,2c,1,[0.014885708421912001],0.0,0.014885708421912001,ABC2D5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Dy-Fe-O,0.027687585039678,-2.563711889074074,0.0,4,Orthorhombic,mmm,Pmma,oxide,,Ba,Fe,,,B,O,F,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.4399074029657006
mp-28351,Dy2GeO5,1.8770348348144648,0.6116698964966031,"Octahedron, Pentagonal bipyramid",2,4f,1,"[4.882570631325131, 4.290605363413388]",0.0,4.586587997369259,AB2C5,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Dy-Ge-O,0.0,-3.368152111354172,4.0049,3,Monoclinic,2/m,C2/c,oxide,,,,,,Ge,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3218315737333657
mp-30960,Dy2(WO4)3,2.393042833996458,0.0043056521842949,Square-face bicapped trigonal prism,1,4f,1,[2.234646526383676],0.0,2.234646526383676,A2B3C12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-O-W,0.04031862705882,-2.743790955784312,3.9072,3,Monoclinic,2/m,C2/c,oxide,,,W,,,,O,,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3877052898033155
mp-31113,Dy3GaO6,1.803838901070116,0.6478921587302178,Square-face capped trigonal prism,1,"4b, 2a",2,"[2.340366250317444, 3.510697681184472]",0.0,2.9255319657509578,AB3C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",r2SCAN,Dy-Ga-O,0.0,-3.497904212,3.5913,3,Orthorhombic,mm2,Cmc2_1,oxide,,,,,Ga,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3476383930672395
mp-31120,DyScO3,0.297596418836482,2.491544673422585,Square-face bicapped trigonal prism,1,4c,1,[1.986260965412919],0.0,1.986260965412919,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Sc,0.025833509374997,-3.869277993625,4.459799999999999,3,Orthorhombic,mmm,Pnma,oxide,,,Sc,,,,"O, S",,,Dy,,B > 1,Positive B,2.500841468438108
mp-3261,Dy(BO2)3,1.907278566966908,0.5353412097722897,"Square antiprism, Square-face bicapped trigonal prism, Bicapped octahedron (cap faces with one atom in common)",3,4c,1,"[2.616215243417565, 2.637044485249573, 6.728234038741165, 3.429298045854566]",0.25,3.852697953315717,AB3C6,3,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",GGA,B-Dy-O,0.0,-3.197834694666666,5.636699999999999,3,Orthorhombic,mmm,Pnma,metaborate,,,,,,B,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.4241856301206477
mp-34322,Dy2Ti2O7,1.6914037772635904,0.7128560495707378,Cube,1,4d,1,[1.990965808463208],0.0,1.990965808463208,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-O-Ti,0.009325387045439,-3.670333096666667,2.7262999999999997,3,Cubic,m-3m,Fd-3m,oxide,,,Ti,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.4022942088072883
mp-3611,Dy2Hf2O7,1.8404250025675264,0.5989320136354286,Cube,1,4d,1,[1.4080684127653291],0.0,1.4080684127653291,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-Hf-O,0.0,-3.9260521049999992,3.2281,3,Cubic,m-3m,Fd-3m,oxide,,,Hf,,,,"H, O",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.4377068165469233
mp-40478,NaDy3Ti2(SbO7)2,1.926835779187419,0.5141027581820838,"Cube, Hexagonal bipyramid",2,"2f, 2b, 2e",3,"[2.684753623826587, 2.302572429920838, 2.402014385012072]",0.0,2.463113479586499,AB2C2D3E14,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Dy-Na-O-Sb-Ti,0.0,-3.147096488092998,2.5904,5,Monoclinic,2/m,P2/c,oxide,Na,,Ti,,,Sb,"N, O, S",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.452439774688916
mp-505168,DyCu(WO4)2,2.241542137962521,0.0700437116975726,Octahedron,1,1c,1,[0.696372037906807],0.0,0.696372037906807,ABC2D8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Cu-Dy-O-W,0.037959699427089,-2.379824535972221,1.2412,4,Triclinic,-1,P-1,oxide,,,"Cu, W",,,,"C, O",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.2953006345433304
mp-510342,Dy2Te4O11,2.2563889025686734,0.1451443199013666,Square-face bicapped trigonal prism,1,4f,1,[1.583731813191554],0.0,1.583731813191554,A2B4C11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",r2SCAN,Dy-O-Te,0.004625912169119,-2.305057676470586,3.2417,3,Monoclinic,2/m,C2/c,oxide,,,,,,Te,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3739550530575344
mp-532384,Dy2Ti2O7,1.7669106705383597,0.6652107379385218,"Cube, Hexagonal bipyramid, Pentagonal bipyramid",3,"4j, 2i, 1b, 1c",4,"[1.711221356940734, 1.434577737115053, 1.466960297396164, 2.031413804973269, 2.032473782925325, 2.105860380501473, 2.224977622479279]",0.0,1.8582121403330423,A2B2C7,3,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Ti,0.045417638295456,-3.63424084541665,2.5873,3,Monoclinic,2/m,C2/m,oxide,,,Ti,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.4110090760775993
mp-541007,BaDy2MnO5,2.477918937427832,-0.1236356265348377,Square-face capped trigonal prism,1,4c,1,"[1.654589824233493, 2.07087543294014]",0.0,1.8627326285868167,ABC2D5,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA_U,Ba-Dy-Mn-O,0.022200639166678,-3.290913837084927,1.696699999999999,4,Orthorhombic,mmm,Pnma,oxide,,Ba,Mn,,,B,O,,,Dy,,"B $\in$ [-1, -0.1]",Negative B,2.366963611721179
mp-542479,DyMnO3,2.0872121982077383,0.2535123352280145,Face-capped octahedron,1,"4b, 2a",2,"[3.076004877934148, 2.76393839005021]",0.0,2.919971633992179,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Dy-Mn-O,0.0,-3.057447258586204,0.0,3,Hexagonal,6mm,P6_3cm,oxide,,,Mn,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3052303915776515
mp-543036,KDy(PO3)4,1.886223452646328,0.5018039549817567,Square antiprism,1,4e,1,[0.42317024421945104],0.0,0.42317024421945104,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Dy-K-O-P,0.00785966652779,-2.919262523749338,5.4708,4,Monoclinic,2/m,P2_1/c,phosphite,K,,,,,,"O, P",,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.379870067781129
mp-554213,DyMoO4F,2.192644826332553,0.1851190011825235,Square antiprism,1,4e,1,[1.6837302502028502],0.0,1.6837302502028502,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"F-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-F-Mo-O,0.002806194523808,-2.997863809166666,3.7538,4,Monoclinic,2/m,P2_1/c,fluoride,,,Mo,,,,O,F,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.387298686709026
mp-554583,DyP5O14,2.243799346384656,0.0933087293743509,"Square antiprism, Dodecahedron with triangular faces - p2345 plane normalized",2,2e,1,"[0.713696053077126, 0.945642521233182]",0.0,0.8296692871551541,AB5C14,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Dy-O-P,0.0,-2.576965630244046,5.4471,3,Monoclinic,2/m,C2/c,oxide,,,,,,,"O, P",,,Dy,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.3360121369041105
mp-554882,DyCuTe2ClO6,2.246513310280167,0.1445622027009155,Square antiprism,1,4e,1,[2.281644320244183],0.0,2.281644320244183,ABCD2E6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Cl-Cu-Dy-O-Te,0.0,-1.998296184318182,0.6082000000000001,5,Monoclinic,2/m,P2_1/c,hypochlorite,,,Cu,,,Te,"C, O",Cl,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.393936821922707
mp-555247,Dy3ReO7,2.002843593605203,0.4156174320633327,"Cube, Pentagonal bipyramid",2,"4g, 2b",2,"[3.872285230208891, 1.145211092456582]",0.0,2.5087481613327363,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA,Dy-O-Re,0.041923788939401,-3.361929472499997,0.0,3,Orthorhombic,mmm,Cmcm,oxide,,,Re,,,,O,,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.380433496527344
mp-555574,Dy2O3,1.9138522475472413,0.5661873422526421,"Square-face capped trigonal prism, Octahedron",2,2i,1,"[1.760574890479813, 2.30955222120173, 1.391573492234559]",0.0,1.8205668679720342,A2B3,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",r2SCAN,Dy-O,0.027894095583334,-3.904745024666664,3.997499999999999,2,Monoclinic,2/m,C2/m,oxide,,,,,,,O,,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.3437751776100675
mp-555604,Na3Dy(Si2O5)3,2.071734010564066,0.260758357011796,Octahedron,1,4e,1,[0.321741151886881],0.0,0.321741151886881,AB3C6D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",GGA,Dy-Na-O-Si,0.0,-3.163040641932184,4.77,4,Orthorhombic,mmm,Cmce,oxide,Na,,,,,Si,"N, O, S",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.2539469928113003
mp-555683,DyMoClO4,1.6975465727676575,0.7391066823419061,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,[0.7910309901640841],0.0,0.7910309901640841,ABCD4,1,1,1,[8.0],[6.0],8.0,8.0,8.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,"Cl-, O2-","Halogens, Lanthanides, Nonmetals, Transition Metals",GGA_U,Cl-Dy-Mo-O,0.0,-2.686860892380953,2.7283,4,Monoclinic,2/m,C2/m,perchlorate,,,Mo,,,,"C, O",Cl,,Dy,,"B $\in$ [0.5, 1]",Positive B,2.4172010144732194
mp-555687,Na2DyMoPO8,1.9958823264149577,0.4150759369811408,Dodecahedron with triangular faces - p2345 plane normalized,1,4d,1,[0.468347433211024],0.0,0.468347433211024,ABCD2E8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-Mo-Na-O-P,0.003930700192309,-2.770452292812933,4.2135,5,Orthorhombic,mmm,Ibca,oxide,Na,,Mo,,,,"N, O, P",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3697608496092606
mp-555720,Dy2Hf2(MoO4)7,1.994069295898991,0.3881816828805081,Square-face bicapped trigonal prism,1,4f,1,[0.99892957245555],0.0,0.99892957245555,A2B2C7D28,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",GGA_U,Dy-Hf-Mo-O,0.0,-2.5884946439316243,3.2263,4,Monoclinic,2/m,C2/c,oxide,,,"Mo, Hf",,,,"H, O",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.3766681729227135
mp-555816,KDy(SeO4)2,2.0985877562226536,0.3123962479830239,"Square antiprism, Square-face bicapped trigonal prism",2,4a,1,"[0.966628702570209, 0.9695813046482941]",0.0,0.9681050036092516,ABC2D8,2,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",GGA,Dy-K-O-Se,0.0,-2.011092390404512,3.591,4,Orthorhombic,mm2,Pna2_1,oxide,K,,,,,,"O, S, Se",,,Dy,,"B $\in$ [0.1, 0.5]",Positive B,2.4081146962367352
