material_id,chem_formula,R$_0$,B,Ta_chemenv,num_Ta_chemenvs,Ta_wyckoff,num_Ta_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ta_sites,num_CN_env,num_charge_states,TaX_coordn,TaO_coordn,mean_coordn_Ta-X,min_coordn_Ta-X,max_coordn_Ta-X,mean_coordn_Ta-O,min_coordn_Ta-O,max_coordn_Ta-O,mean_Ta_charge,min_Ta_charge,max_Ta_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B,mean_TaO_BondL
mp-559951,SrTa2Bi2O9,1.870102038822048,0.7520768725975862,Octahedron,1,4b,1,[0.23123657647584603],0.0,0.23123657647584603,AB2C2D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",SCAN,Bi-O-Sr-Ta,0.01060516,-2.8272920553333343,2.2706,4,Orthorhombic,mm2,Aea2,oxide,,Sr,Ta,,Bi,B,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9811690451223722
mp-560104,LiTaGeO5,1.9250909077840848,0.3838880884184682,Octahedron,1,4e,1,[0.15420492273756],0.0,0.15420492273756,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",SCAN,Ge-Li-O-Ta,0.003051271562503,-2.759043833520833,3.7826,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Ta,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9769751706484564
mp-560261,TaBiO4,1.943869165891441,0.2716806854799647,Octahedron,1,2i,1,"[0.37819355235769003, 0.676570418860521]",0.0,0.5273819856091055,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,Bi-O-Ta,0.003182132916668,-2.7017577799722243,2.9018,3,Triclinic,-1,P-1,oxide,,,Ta,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9946211528672695
mp-560297,LiTaSiO5,1.915633737405663,0.4286972076310123,Octahedron,1,4e,1,[0.129247603050877],0.0,0.129247603050877,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Li-O-Si-Ta,0.0,-3.194587247270834,3.7928,4,Monoclinic,2/m,P2_1/c,oxide,Li,,Ta,,,Si,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9806206803626267
mp-560378,Ca3Ta4(O6F)2,1.9416159933807224,0.3117065486502952,Octahedron,1,"4a, 12d",2,"[0.199027062222762, 0.43130363242908604]",0.0,0.31516534732592405,A2B3C4D12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Nonmetals, Transition Metals",GGA,Ca-F-O-Ta,0.0,-3.595030047111112,3.8977,4,Cubic,432,P4_332,fluoride,,Ca,Ta,,,,"C, O",F,,,,"B $\in$ [0.1, 0.5]",Positive B,1.993879197008974
mp-561103,BaTa2O6,1.9787717950777264,0.1109075623755305,Octahedron,1,"6m, 6k, 12q",3,"[0.729137081252556, 0.073705444643247, 0.1574609804193]",0.0,0.32010116877170103,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Ta,0.0,-3.439499560055555,2.1161,3,Hexagonal,6/mmm,P6/mmm,oxide,,Ba,Ta,,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.001521566448289
mp-561473,CaTaAlO5,1.902512046650864,0.399674794093298,Octahedron,1,"2d, 2a",2,"[0.052728355116986, 0.085481534778579]",0.0,0.0691049449477825,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Post-Transition Metals, Transition Metals",SCAN,Al-Ca-O-Ta,0.00182308125,-3.482259470916666,3.9897,4,Monoclinic,2/m,P2_1/c,oxide,,Ca,Ta,,Al,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9756431958983214
mp-561942,Cs3TaO8,1.3601113349920375,1.4389473047980277,Dodecahedron with triangular faces - p2345 plane normalized,1,1a,1,[5.784424320804467],1.0,5.784424320804467,AB3C8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,1.0,1,1,O-,"Alkali Metals, Nonmetals, Transition Metals",r2SCAN,Cs-O-Ta,0.023103971041665,-1.747082465524905,2.7831,3,Tetragonal,-42m,I-42m,oxide,Cs,,Ta,,,,"C, O",,,,,B > 1,Positive B,2.0367092816961443
mp-562434,Cs3Ta5O14,1.9325842756445115,0.4700710453737857,"Trigonal bipyramid, Octahedron",2,"4g, 8i, 4h",3,"[0.21812233918779303, 0.29124847021821604, 0.07508462538325801, 0.736231924928709]",0.0,0.33017183992949406,A3B5C14,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,Cs-O-Ta,0.0,-3.174210075369644,3.7913,3,Orthorhombic,mmm,Pbam,oxide,Cs,,Ta,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0032007440830193
mp-565929,K2EuTa5O15,1.879070878357139,0.6454314816719516,Octahedron,1,"8j, 2c",2,"[0.387601251027722, 0.007311976872806001]",0.0,0.197456613950264,AB2C5D15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Eu-K-O-Ta,0.0,-3.265752783963768,0.0,4,Tetragonal,4/mmm,P4/mbm,oxide,K,,Ta,,,,O,,,Eu,,"B $\in$ [0.5, 1]",Positive B,1.9947200133985896
mp-5813,TaNO,1.9290380850315607,0.549346964786946,Octahedron,1,2i,1,"[1.899414746337699, 1.840990524261926]",0.0,1.8702026352998125,ABC,1,2,1,"[6.0, 6.0]","[2.0, 3.0]",6.0,6.0,6.0,2.5,2.0,3.0,5.0,5.0,5.0,2.0,2,2,"O2-, N3-","Nonmetals, Transition Metals",r2SCAN,N-O-Ta,0.03863096083333,-2.225472686611114,2.245799999999999,3,Monoclinic,2/m,C2/m,oxide,,,Ta,,,,"N, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.0259984144056737
mp-581875,Ta3Bi7O18,1.978412710316312,0.1576196210110339,Octahedron,1,"4j, 2f",2,"[0.6055655583250891, 0.039016772976338]",0.0,0.32229116565071353,A3B7C18,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Metalloids, Nonmetals, Post-Transition Metals, Transition Metals",GGA,Bi-O-Ta,0.003678463749974,-2.334517158107143,2.448699999999999,3,Monoclinic,2/m,C2/m,oxide,,,Ta,,Bi,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.008331681648059
mp-5957,EuTaO4,1.8725656994746205,1.1994693567288834,Octahedron,1,2e,1,[4.825205414089451],0.0,4.825205414089451,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Eu-O-Ta,0.035758800833336,-3.351891591222222,0.0,3,Monoclinic,2/m,P2/c,oxide,,,Ta,,,,O,,,Eu,,B > 1,Positive B,2.0269452205968324
mp-5985,HoTaO4,1.87363046500316,1.1732595238698775,Octahedron,1,2f,1,[4.490300813896473],0.0,4.490300813896473,ABC4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",r2SCAN,Ho-O-Ta,0.0,-3.590512838722221,4.040599999999999,3,Monoclinic,2/m,P2/c,oxide,,,Ta,,,,"H, O",,,Ho,,B > 1,Positive B,2.0220821080371194
mp-6066,NaTaGeO5,1.9043410420761333,0.4981509982559078,Octahedron,1,2a,1,[0.027387441509341002],0.0,0.027387441509341002,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ge-Na-O-Ta,0.0,-2.72766144233908,3.3561,4,Monoclinic,2/m,C2/c,oxide,Na,,Ta,,,Ge,"N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9958185761339535
mp-6105,Pr2Ta3(SeO4)2,1.929159420014681,0.5454293464405271,Octahedron,1,"8h, 4e",2,"[1.203414212777631, 2.074008690313033]",0.0,1.638711451545332,A2B2C3D8,1,2,2,"[6.0, 6.0]","[2.0, 6.0]",6.0,6.0,6.0,4.0,2.0,6.0,4.5,4.0,5.0,1.5,1,2,"O2-, Se2-","Lanthanides, Nonmetals, Transition Metals",GGA,O-Pr-Se-Ta,0.0,-3.154219587834723,1.0019,4,Orthorhombic,mmm,Pnnm,oxide,,,Ta,,,,"O, P, S, Se",,,Pr,,"B $\in$ [0.5, 1]",Positive B,2.01804594122566
mp-615682,Ba2LaTa(CuO4)2,1.963273691754472,0.1679627354096802,Octahedron,1,1c,1,[0.0016386913839060002],0.0,0.0016386913839060002,ABC2D2E8,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Cu-La-O-Ta,0.0,-2.7770781808809533,0.0,5,Tetragonal,4/mmm,P4/mmm,oxide,,Ba,"Cu, Ta",,,B,"C, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,1.9940925199033295
mp-6169,Ba3Ta6(Si2O13)2,1.9135546360537377,0.3759067159988118,Octahedron,1,6i,1,[0.15867393155860401],0.0,0.15867393155860401,A3B4C6D26,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",r2SCAN,Ba-O-Si-Ta,0.0,-3.43141231548718,3.0288,4,Hexagonal,-6m2,P-62m,oxide,,Ba,Ta,,,"B, Si","O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.983534638019999
mp-6238,Ba2Ta6Te2O21,1.9319122358315983,0.397094146231674,Octahedron,1,2i,1,"[0.082653947346275, 0.7926267744228841, 0.6265275800330701]",0.0,0.5006027672674097,A2B2C6D21,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Ta-Te,0.0,-3.073914786849462,2.8259,4,Monoclinic,2/m,C2/m,oxide,,Ba,Ta,,,"B, Te",O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0111674621214184
mp-6259,SrLi2Ta2O7,1.8804824137667115,0.6363396578177125,Octahedron,1,2e,1,[0.140268721454539],0.0,0.140268721454539,AB2C2D7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",SCAN,Li-O-Sr-Ta,0.002008852916665,-3.207777473027777,2.1666,4,Tetragonal,4/mmm,I4/mmm,oxide,Li,Sr,Ta,,,,"O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9808715079160155
mp-625957,Ta2H4O7,1.959375399033864,0.2554998609100997,Octahedron,1,2a,1,"[0.35431920629238, 0.137965966390546]",0.0,0.24614258634146302,A2B4C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,H-O-Ta,0.03465184615384,-2.11506859112821,3.1332,3,Monoclinic,m,Cc,oxide,,,Ta,,,,"H, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0088444147657576
mp-6325,Ba3MgTa2O9,1.7647052689840217,1.4350677098756364,Octahedron,1,2d,1,[0.05691563847652201],0.0,0.05691563847652201,AB2C3D9,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Mg-O-Ta,0.0,-3.413043947644446,3.2733,4,Trigonal,-3m,P-3m1,oxide,,"Mg, Ba",Ta,,,B,O,,,,,B > 1,Positive B,2.028695998099885
mp-640836,Ca2Ta2O7,1.937321016483076,0.3366548188419532,Octahedron,1,"2b, 4c, 2a",3,"[0.52028574940028, 0.9881632714724061, 0.5248832000234871, 0.6705980987300341, 0.503645787545684, 0.162564369320188, 0.16152180884951, 0.5317616667963311, 0.18469651397938902]",0.0,0.47201338512414537,A2B2C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Ta,0.000236739634724,-3.483145060140151,3.455899999999999,3,Orthorhombic,222,C222_1,oxide,,Ca,Ta,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9989540865843232
mp-6478,LiTaGeO5,1.884160238256088,0.4704379248704413,Octahedron,1,2a,1,[0.074779514267441],0.0,0.074779514267441,ABCD5,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Metalloids, Nonmetals, Transition Metals",SCAN,Ge-Li-O-Ta,0.005983748125002,-2.756111356958333,3.7505,4,Monoclinic,2/m,C2/c,oxide,Li,,Ta,,,Ge,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9702218609568483
mp-6680,RbCa2Ta3O10,1.9385055011079213,0.4807010582823788,Octahedron,1,"1a, 2g",2,"[5.568820879819069e-06, 0.6548567265521561]",0.0,0.32743114768651793,AB2C3D10,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Rb-Ta,0.026989220959812,-3.315439509968752,2.202499999999999,4,Tetragonal,4/mmm,P4/mmm,oxide,Rb,Ca,Ta,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.009446765144315
mp-674423,Sr20Ta8O39,1.96541167046663,0.241866615801271,"Trigonal bipyramid, Octahedron",2,1a,1,"[0.151792146995784, 0.227995373647067, 0.17802237913443802, 0.179361281792282, 0.025541730089647004, 0.30019686605872303, 0.023134291950528, 0.21340847755069803]",0.0,0.1624315684023959,A8B20C39,2,3,2,"[6.0, 5.0, 6.0]","[6.0, 5.0, 6.0]",5.666666666666667,5.0,6.0,5.666666666666667,5.0,6.0,4.666666666666667,4.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,O-Sr-Ta,0.024349463792042,-3.330132649308458,0.0,3,Triclinic,1,P1,oxide,,Sr,Ta,,,,"O, S",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.023006809971546
mp-675320,Ta2CuO6,1.9342728896383072,0.3493365446180875,Octahedron,1,8A,1,[0.145252677173829],0.0,0.145252677173829,AB2C6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-O-Ta,0.028175586111125,-2.549846520518511,0.036399999999999,3,Orthorhombic,mmm,Pmmm,oxide,,,"Cu, Ta",,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0012734221483277
mp-676563,Ta4Cu2O11,1.929402455347041,0.5436440721734432,"Pentagonal bipyramid, Octahedron",2,"2d, 2e, 4f",3,"[0.038476857331209, 0.76204100567896, 0.9157295627406281]",0.0,0.5720824752502657,A2B4C11,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Transition Metals",GGA,Cu-O-Ta,0.03980850000001,-2.598005782313731,1.2731,3,Monoclinic,2/m,C2/c,oxide,,,"Cu, Ta",,,,"C, O",,,,,"B $\in$ [0.5, 1]",Positive B,2.064955553241139
mp-676665,Ba4Ta2TiZnO12,1.6888973255765405,1.8467856307601809,Octahedron,1,4e,1,[0.071234295119721],0.0,0.071234295119721,ABC2D4E12,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-O-Ta-Ti-Zn,0.009007812749999,-3.27615508615,2.2281,5,Tetragonal,4/mmm,I4_1/amd,oxide,,Ba,"Ti, Zn, Ta",,,B,O,,,,,B > 1,Positive B,2.023579742517331
mp-676937,Ta8Pb6O25,1.9661026340349408,0.0804426388555221,Octahedron,1,2c,1,"[0.06656908711184001, 0.070000826074243, 0.059021171675334, 0.097474110537031]",0.0,0.073266298849612,A6B8C25,1,2,2,"[6.0, 6.0]","[6.0, 6.0]",6.0,6.0,6.0,6.0,6.0,6.0,4.5,4.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",r2SCAN,O-Pb-Ta,0.0,-2.850816496247865,0.3699,3,Monoclinic,2,C2,oxide,,,Ta,,Pb,,"O, P",,,,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,1.9868268070084998
mp-677011,K4BaTa6(Si2O13)2,1.8615840424299137,0.7550799759680904,Octahedron,1,"4f, 2c",2,"[0.12826305837076402, 0.08996509043145301]",0.0,0.10911407440110851,AB4C4D6E26,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-K-O-Si-Ta,0.001495220162606,-3.24107635690244,2.8428,5,Orthorhombic,mm2,Amm2,oxide,K,Ba,Ta,,,"B, Si","O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9996824695563735
mp-677027,NaCa9TaTi9O30,1.909784781807354,0.4717010839180198,Octahedron,1,2c,1,[0.047431199974196],0.0,0.047431199974196,ABC9D9E30,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Na-O-Ta-Ti,0.001820782400001,-3.504956888674252,2.440699999999999,5,Monoclinic,m,Pm,oxide,Na,Ca,"Ti, Ta",,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9958652610761973
mp-677080,K6Ba3Ta12(Si2O13)4,1.8859132436370023,0.6136668931974213,no_data,1,no_data,1,no_data,0.0,no_data,A3B6C8D12E52,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-K-O-Si-Ta,0.00142688925926,-3.286606347055556,2.7942,5,Orthorhombic,mm2,Pmm2,oxide,K,Ba,Ta,,,"B, Si","O, S",,,,,"B $\in$ [0.5, 1]",Positive B,1.9996853276646023
mp-677212,Ba3LiTa3Ti5O21,1.9513276197876537,0.2488215036899733,Octahedron,1,"4b, 2a",2,"[2.087622200768342, 0.570870794908446]",0.0,1.329246497838394,AB3C3D5E21,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Metalloids, Nonmetals, Transition Metals",GGA,Ba-Li-O-Ta-Ti,0.002260264431814,-3.450418100515152,2.264999999999999,5,Orthorhombic,mm2,Cmc2_1,oxide,Li,Ba,"Ti, Ta",,,B,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.0005279672498193
mp-677269,Ca16Zr9Ta7N7O41,1.812865871577084,1.1120882238176413,no_data,1,no_data,1,no_data,0.0,no_data,A7B7C9D16E41,2,2,1,"[6.0, 6.0]","[5.0, 6.0]",6.0,6.0,6.0,5.5,5.0,6.0,5.0,5.0,5.0,1.5,1,2,"O2-, N3-","Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-N-O-Ta-Zr,0.04591554755625,-3.226524356391667,2.1683,5,Triclinic,1,P1,oxide,,Ca,"Zr, Ta",,,,"C, N, O",,,,,B > 1,Positive B,2.0432208420921185
mp-677743,Na3Ca2Ta3Ti2O15,1.9145444342858613,0.4525821617307065,Octahedron,1,1a,1,"[0.069461418019732, 0.07772470556526001, 0.11127374258014501, 0.035994224393825006, 0.045666850599386, 0.103136434770142, 0.092238385544801, 0.073186708961474, 0.039870587063951, 0.060161569717403, 0.048002195424386, 0.045587676728608]",0.0,0.06685870828075942,A2B2C3D3E15,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-Na-O-Ta-Ti,0.010880166299999,-3.249350074312183,2.4216,5,Triclinic,1,P1,oxide,Na,Ca,"Ti, Ta",,,,"C, N, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.997276047728073
mp-680298,Rb3Ta5O14,1.93521122180683,0.4241119428277963,"Trigonal bipyramid, Octahedron",2,"4c, 8d",2,"[1.256736692579544, 2.230540437965314, 0.5384094541244521, 0.23106843486014603, 0.21603203690987902, 0.354274544913635, 0.21890649082445102]",0.0,0.7208525845967745,A3B5C14,2,2,1,"[5.0, 6.0]","[5.0, 6.0]",5.5,5.0,6.0,5.5,5.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,O-Rb-Ta,0.0,-3.160894352405302,3.7003,3,Orthorhombic,mmm,Pnma,oxide,Rb,,Ta,,,,O,,,,,"B $\in$ [0.1, 0.5]",Positive B,2.005217920337862
mp-680380,Ca2Ta2O7,1.9484058282297525,0.2717386870983301,Octahedron,1,"1a, 1b, 2c",3,"[0.5121827166945631, 0.46666299288357005, 0.177855201790679, 0.5431242395846431, 0.950526489628947, 0.5205459583705181, 0.672807278876793, 0.186245073396914, 0.17758115172850403, 0.44132160341674503, 0.595076526288018, 0.162321715761955, 0.441907833927334, 0.46456641599150705, 0.160739538518264]",0.0,0.43156431579059695,A2B2C7,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Nonmetals, Transition Metals",GGA,Ca-O-Ta,0.0,-3.483381799774892,3.3532,3,Monoclinic,2,C2,oxide,,Ca,Ta,,,,"C, O",,,,,"B $\in$ [0.1, 0.5]",Positive B,1.9982866052412733
mp-680836,Ta4Te9I4O,1.6648430304090698,0.7655159843879435,"Pentagonal bipyramid, Single neighbor",2,4f,1,"[2.318841045731795, 0.0]",0.0,1.1594205228658976,AB4C4D9,2,2,1,"[6.0, 7.0]","[1.0, 1.0]",6.5,6.0,7.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4,4,"Te2-, Te-, O2-, I-","Halogens, Metalloids, Nonmetals, Transition Metals",GGA,I-O-Ta-Te,0.020864092770704,-0.847255558018518,0.3919,4,Monoclinic,2/m,C2/c,oxide,,,Ta,,,Te,O,I,,,,"B $\in$ [0.5, 1]",Positive B,2.085563593857372
mp-684727,CsTaCo(OF2)2,1.904223113877333,0.8676447063604726,Octahedron,1,1a,1,"[0.20310947860682702, 0.20305604391593501]",0.0,0.20308276126138103,ABCD2E4,1,1,1,[6.0],[3.0],6.0,6.0,6.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,2,2,"O2-, F-","Alkali Metals, Halogens, Nonmetals, Transition Metals",GGA_U,Co-Cs-F-O-Ta,0.0,-3.010235552443168,2.4567,5,Monoclinic,2,C2,fluoride,Cs,,"Co, Ta",,,,"C, O",F,,,,"B $\in$ [0.5, 1]",Positive B,1.9132305348176128
mp-684742,SrLaTaMnO6,2.008325304722501,0.0128433469274698,Octahedron,1,4a,1,[0.140394393392712],0.0,0.140394393392712,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA_U,La-Mn-O-Sr-Ta,0.0,-3.316988782276438,2.742599999999999,5,Monoclinic,m,Pc,oxide,,Sr,"Mn, Ta",,,,"O, S",,,La,,"B $\in$ [-0.1, 0.1]",B $\approx$ 0,2.0106791228127583
mp-684801,CaLaMgTaO6,1.983813462543964,0.1212904612859457,Octahedron,1,2a,1,[0.017978513688151003],0.0,0.017978513688151003,ABCDE6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",GGA,Ca-La-Mg-O-Ta,0.0,-3.535297843233333,4.185700000000001,5,Monoclinic,m,Pc,oxide,,"Mg, Ca",Ta,,,,"C, O",,,La,,"B $\in$ [0.1, 0.5]",Positive B,2.0060413316571175
mp-684817,K2LiTa6(PO8)3,1.8973737149435057,0.5359774681020169,Octahedron,1,1a,1,"[0.35654618752716405, 0.32451796110818204, 0.44467602784425503, 0.33483156463428204, 0.509749633519342, 0.474553862545588]",0.0,0.4074792061964689,AB2C3D6E24,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Alkali Metals, Nonmetals, Transition Metals",GGA,K-Li-O-P-Ta,0.0,-3.122564722660053,3.0431,5,Triclinic,1,P1,oxide,"Li, K",,Ta,,,,"O, P",,,,,"B $\in$ [0.5, 1]",Positive B,2.0021363540144117
mp-685995,Ta6Pb4O19,1.959160630730432,0.252360133472278,no_data,1,no_data,1,no_data,0.0,no_data,A4B6C19,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1,1,O2-,"Nonmetals, Post-Transition Metals, Transition Metals",GGA,O-Pb-Ta,0.026273350689656,-2.868657693241379,0.549199999999999,3,Monoclinic,2/m,C2/m,oxide,,,Ta,,Pb,,"O, P",,,,,"B $\in$ [0.1, 0.5]",Positive B,2.002666707191016
