material_id,chem_formula,R$_0$,B,Ho_chemenv,num_Ho_chemenvs,Ho_wyckoff,num_Ho_wyckoff_pos,csm,distortion degree,mean csm,formula_anonymous,num_Ho_sites,num_CN_env,num_charge_states,HoX_coordn,HoO_coordn,mean_coordn_Ho-X,min_coordn_Ho-X,max_coordn_Ho-X,mean_coordn_Ho-O,min_coordn_Ho-O,max_coordn_Ho-O,mean_Ho_charge,min_Ho_charge,max_Ho_charge,mean_num_X_species,min_num_X_species,max_num_X_species,species,elements,mean_HoO_BondL,calculation type,chemsys,e_hull,e_f,band gap,nelements,crystal,point group,space group,type,Alkali Metals,Alkaline Earth Metals,Transition Metals,Unknown Metals,Post-Transition Metals,Metalloids,Nonmetals,Halogens,Noble Gases,Lanthanides,Actinides,B_range,ranges of B
mp-18334,NaHoGeO4,1.8782741378597592,0.6294355914840892,Octahedron,1,4c,1,[2.380430008362823],0.0,2.380430008362823,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Metalloids, Nonmetals",2.2895121496815753,GGA,Ge-Ho-Na-O,0.0,-2.878158338768471,3.6138,4,Orthorhombic,mmm,Pnma,oxide,Na,None,None,None,None,Ge,"H, N, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-18662,Ho2Si2O7,2.251375986378263,0.13623523445305102,Face-capped octahedron,1,8d,1,[2.361529320165251],0.0,2.361529320165251,A2B2C7,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.3328856302021856,r2SCAN,Ho-O-Si,0.0,-3.537005494318181,5.3233000000000015,3,Orthorhombic,mmm,Pnma,oxide,None,None,None,None,None,Si,"H, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-18974,HoNiO3,1.1709055124080838,1.3332977621089515,Square-face bicapped trigonal prism,1,4c,1,[1.5648441870874792],0.0,1.5648441870874792,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.374017505458519,r2SCAN,Ho-Ni-O,0.0,-2.507236383999999,0.0,3,Orthorhombic,mmm,Pnma,oxide,None,None,Ni,None,None,None,"H, N, O",None,None,Ho,None,B > 1,Positive B
mp-19024,HoVO3,0.8878027072854747,1.7017693134097986,Square-face bicapped trigonal prism,1,4c,1,[1.527861295755649],0.0,1.527861295755649,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.409369262556461,r2SCAN,Ho-O-V,0.0,-3.301341118499998,0.0,3,Orthorhombic,mmm,Pnma,oxide,None,None,V,None,None,None,"H, O",None,None,Ho,None,B > 1,Positive B
mp-19056,HoMnO3,2.081028325602258,0.24767473994967587,Face-capped octahedron,1,"4b, 2a",2,"[2.785152921007473, 3.103491740056254]",0.0,2.9443223305318638,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.2940303608871595,r2SCAN,Ho-Mn-O,0.00021602933333300002,-3.068283038252873,0.0,3,Hexagonal,6mm,P6_3cm,oxide,None,None,Mn,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-19065,Ho6WO12,1.7506963552496853,0.9047546747820553,Square-face capped trigonal prism,1,6f,1,[3.944161470860162],0.0,3.944161470860162,AB6C12,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.4335241040221316,GGA_U,Ho-O-W,0.034703429342107,-3.656475647368419,3.4002,3,Trigonal,-3,R-3,oxide,None,None,W,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-19465,HoCo(BO2)5,1.7314842892344136,0.6483252331683687,Square-face bicapped square antiprism,1,4e,1,[3.995615884494099],0.0,3.995615884494099,ABC5D10,1,1,1,[10.0],[10.0],10.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.520244055533285,GGA_U,B-Co-Ho-O,0.04756947415849801,-2.873404687254902,3.124999999999999,4,Monoclinic,2/m,P2_1/c,metaborate,None,None,Co,None,None,B,"H, C, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-19785,HoFeO3,0.7399176325652663,1.8727176168969024,Square-face bicapped trigonal prism,1,4c,1,[1.565885678059977],0.0,1.565885678059977,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",2.4152145385960466,r2SCAN,Fe-Ho-O,0.012266279374999,-2.855059119499998,1.5675,3,Orthorhombic,mmm,Pnma,oxide,None,None,Fe,None,None,None,"H, O",F,None,Ho,None,B > 1,Positive B
mp-20570,HoCoO3,1.1324143730693355,1.3642055320236346,Square-face bicapped trigonal prism,1,4c,1,[1.5866873534142951],0.0,1.5866873534142951,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3627737809825016,r2SCAN,Co-Ho-O,0.0,-2.631196850999996,0.0,3,Orthorhombic,mmm,Pnma,oxide,None,None,Co,None,None,None,"H, C, O",None,None,Ho,None,B > 1,Positive B
mp-22081,HoMnO3,1.126875838765174,1.4465750369930568,Square-face bicapped trigonal prism,1,4c,1,[1.493289634711716],0.0,1.493289634711716,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.428416785660703,GGA_U,Ho-Mn-O,0.028815098,-3.039683969586206,0.43510000000000004,3,Orthorhombic,mmm,Pnma,oxide,None,None,Mn,None,None,None,"H, O",None,None,Ho,None,B > 1,Positive B
mp-2212065,Ho3SbO7,1.9552239794432182,0.4681900830089322,"Cube, Pentagonal bipyramid",2,"2a, 4c",2,"[3.825220176205006, 1.12479331133809]",0.0,2.475006743771548,AB3C7,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.3624451695816697,r2SCAN,Ho-O-Sb,0.0,-3.312533241363638,3.7426999999999992,3,Orthorhombic,mmm,Cmcm,oxide,None,None,None,None,None,Sb,"H, O, S",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-23587,HoSeClO3,1.9497781509575673,0.41606724276447543,Pentagonal bipyramid,1,4c,1,[1.447289609994016],0.0,1.447289609994016,ABCD3,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,O2-,"Halogens, Lanthanides, Nonmetals",2.3012637036666233,GGA,Cl-Ho-O-Se,0.0,-2.48987118580729,4.357200000000001,4,Orthorhombic,mmm,Pnma,chlorate,None,None,None,None,None,None,"H, C, O, S, Se",Cl,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-2899517,HoMnO3,2.0695544465781954,0.262311152704951,Face-capped octahedron,1,"4b, 2a",2,"[3.138516627136937, 2.819362644576905]",0.0,2.9789396358569213,ABC3,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.294491388838836,r2SCAN,Ho-Mn-O,0.0,-3.068499067586207,0.37659999999999905,3,Orthorhombic,mm2,Cmc2_1,oxide,None,None,Mn,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-29142,Ho2Mo4O15,2.180320552817336,0.12252225525015517,Square-face capped trigonal prism,1,4e,1,[2.387873103600339],0.0,2.387873103600339,A2B4C15,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.286534749246741,r2SCAN,Ho-Mo-O,0.0,-2.5226089430952383,3.3221,3,Monoclinic,2/m,P2_1/c,oxide,None,None,Mo,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-29937,Ho5(ReO6)2,2.172994531493365,0.1892721698630222,"Square-face capped trigonal prism, Octahedron",2,"1a, 2c",2,"[3.876320475873226, 1.030938747391606, 2.845637224238904]",0.0,2.5842988158345785,A2B5C12,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3120889520161803,r2SCAN,Ho-O-Re,0.0,-3.364179312631576,0.0,3,Monoclinic,2/m,C2/m,oxide,None,None,Re,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-30889,Ho2Ru2O7,1.8095633469979968,0.5795550929757104,Cube,1,4c,1,[1.376941009319555],0.0,1.376941009319555,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.387522269113213,GGA,Ho-O-Ru,0.032998230795451,-2.5927989159090883,0.0,3,Cubic,m-3m,Fd-3m,oxide,None,None,Ru,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-31114,Ho3GaO6,1.8135737732191313,0.6205228678308699,Square-face capped trigonal prism,1,"4b, 2a",2,"[3.409322301721774, 2.2745940257422452]",0.0,2.8419581637320097,AB3C6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",2.333818892271278,r2SCAN,Ga-Ho-O,0.003974255800006,-3.603410627749996,3.5644,3,Orthorhombic,mm2,Cmc2_1,oxide,None,None,None,None,Ga,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-31121,HoScO3,0.25877975393170044,2.523476824168947,Square-face bicapped trigonal prism,1,4c,1,[1.9825408130102031],0.0,1.9825408130102031,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.4920989258678787,GGA,Ho-O-Sc,0.036679872250001,-3.8748165479999983,4.476,3,Orthorhombic,mmm,Pnma,oxide,None,None,Sc,None,None,None,"H, O, S",None,None,Ho,None,B > 1,Positive B
mp-31416,Ho3TaO7,2.208229571251489,0.15782860040942653,no_data,1,no_data,1,no_data,0.0,no_data,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3173850802713196,r2SCAN,Ho-O-Ta,0.0,-3.762164585212123,3.4507,3,Orthorhombic,222,C222_1,oxide,None,None,Ta,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-3144,HoNbO4,2.3104476610955973,0.06690713682614267,Square antiprism,1,2e,1,[2.710669010638248],0.0,2.710669010638248,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3433341884071472,r2SCAN,Ho-Nb-O,0.0,-3.571697374166666,3.4844,3,Monoclinic,2/m,C2/c,oxide,None,None,Nb,None,None,None,"H, N, O",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-33948,Ho2Ti2O7,1.6951752416914119,0.6984777963341366,Cube,1,4d,1,[1.933816379826479],0.0,1.933816379826479,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.391728971685583,r2SCAN,Ho-O-Ti,0.0093257975,-3.6719744239393943,2.7208,3,Cubic,m-3m,Fd-3m,oxide,None,None,Ti,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-3884,Ho2Sn2O7,1.8426691766390502,0.58001225784856,Cube,1,4d,1,[1.343839629293505],0.0,1.343839629293505,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",2.421082255082434,r2SCAN,Ho-O-Sn,0.0,-3.027425837727271,2.7013,3,Cubic,m-3m,Fd-3m,oxide,None,None,None,None,Sn,None,"H, O, S",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-39739,CaHoMn2O6,1.0884758103188195,0.9715454961029459,Square-face bicapped trigonal prism,1,2a,1,[2.396020648644014],0.0,2.396020648644014,ABC2D6,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Nonmetals, Transition Metals",2.42884721142343,GGA_U,Ca-Ho-Mn-O,0.015795541666681002,-2.786210496086205,0.0,4,Orthorhombic,mm2,Pmn2_1,oxide,None,Ca,Mn,None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-4344,HoTaO4,2.2444585572567917,0.1424529485823604,Square antiprism,1,2e,1,[2.488483150465345],0.0,2.488483150465345,ABC4,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3457858302387873,r2SCAN,Ho-O-Ta,0.004386182499981,-3.586126656222222,4.050800000000001,3,Monoclinic,2/m,C2/c,oxide,None,None,Ta,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-4891,HoAlO3,1.2770233002612534,1.246094484077022,Square-face bicapped trigonal prism,1,4c,1,[2.350570479217238],0.0,2.350570479217238,ABC3,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Post-Transition Metals",2.3865539941175538,r2SCAN,Al-Ho-O,0.015694614649999,-3.752550615499999,5.8359000000000005,3,Orthorhombic,mmm,Pnma,oxide,None,None,None,None,Al,None,"H, O",None,None,Ho,None,B > 1,Positive B
mp-510225,HoMn2O5,1.7117417519742713,0.6973834047393546,Square-face bicapped trigonal prism,1,4g,1,[2.417366422426981],0.0,2.417366422426981,AB2C5,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3665500367785812,r2SCAN,Ho-Mn-O,0.0,-2.653464195420227,1.155199999999999,3,Orthorhombic,mmm,Pbam,oxide,None,None,Mn,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-541167,RbHo(PO3)4,1.9074980971036477,0.47415297614971824,Square antiprism,1,4e,1,[0.386905403788233],0.0,0.386905403788233,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.3739380626549473,GGA,Ho-O-P-Rb,0.0037843583564880004,-2.9205228513095243,5.5048,4,Monoclinic,2/m,P2_1/c,phosphite,Rb,None,None,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-542514,Ho2Te4O11,2.240868571109782,0.15138584171634425,Square-face bicapped trigonal prism,1,4f,1,[1.570447613586597],0.0,1.570447613586597,A2B4C11,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.3626556547796955,r2SCAN,Ho-O-Te,0.0,-2.3061196877450962,3.239499999999999,3,Monoclinic,2/m,C2/c,oxide,None,None,None,None,None,Te,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-554082,Ho2Hf2O7,1.8450275538978391,0.5841222606731418,Cube,1,4d,1,[1.3548629776199381],0.0,1.3548629776199381,A2B2C7,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.4275446030326346,r2SCAN,Hf-Ho-O,0.009387581931807,-3.92099450818182,3.1157,3,Cubic,m-3m,Fd-3m,oxide,None,None,Hf,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-554184,Ho2Cu(BO2)8,2.0538892613329356,0.3310292084398402,Dodecahedron with triangular faces - p2345 plane normalized,1,4e,1,[1.776185466299399],0.0,1.776185466299399,AB2C8D16,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3863773503241275,GGA,B-Cu-Ho-O,0.016916169845679,-2.946118047345678,1.05,4,Orthorhombic,mmm,Pbam,metaborate,None,None,Cu,None,None,B,"H, C, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-554505,KHo(PO3)4,2.318881504814566,0.05398202143021256,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[1.032417627906942],0.0,1.032417627906942,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.372846032521686,GGA,Ho-K-O-P,0.009096958564815,-2.9164901039345232,5.3316,4,Monoclinic,2/m,C2/c,phosphite,K,None,None,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-555335,K2HoPWO8,2.341828273202335,0.06140028562531662,Dodecahedron with triangular faces - p2345 plane normalized,1,4d,1,[0.553952013145673],0.0,0.553952013145673,ABCD2E8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals, Transition Metals",2.374554019799156,GGA_U,Ho-K-O-P-W,0.0,-2.856260825126374,4.5636,5,Orthorhombic,mmm,Ibca,oxide,K,None,W,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-555366,LiHo(PO3)4,1.8820491232659418,0.5179058197339887,Dodecahedron with triangular faces - p2345 plane normalized,1,2e,1,[0.5069035535903881],0.0,0.5069035535903881,ABC4D12,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkali Metals, Lanthanides, Nonmetals",2.397323256370361,GGA,Ho-Li-O-P,0.002747814351852,-2.9275779262169292,6.0045,4,Monoclinic,2/m,C2/c,phosphite,Li,None,None,None,None,None,"H, O, P",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-5572,Ho2Te5O13,2.3390543922145595,0.020784181594487677,"Pentagonal bipyramid, Dodecahedron with triangular faces - p2345 plane normalized",2,2i,1,"[1.630696864034536, 1.248367122300432]",0.0,1.439531993167484,A2B5C13,2,2,1,"[7.0, 8.0]","[7.0, 8.0]",7.5,7.0,8.0,7.5,7.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Metalloids, Nonmetals",2.3554237063609778,r2SCAN,Ho-O-Te,0.0,-2.197887281166668,3.0121,3,Triclinic,-1,P-1,oxide,None,None,None,None,None,Te,"H, O",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-557285,Ho11Te16ClO48,2.2934757718921537,0.08384456651036673,"Cube, Octahedron, Square-face capped trigonal prism, Dodecahedron with triangular faces - p2345 plane normalized",4,"2i, 1a",2,"[4.319870085169626, 4.997937095006478, 2.813618148650411, 1.9745829062755962, 0.6640593238975271, 2.42672356001593]",0.0,2.8661318531692612,AB11C16D48,4,3,1,"[6.0, 7.0, 8.0]","[6.0, 7.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",2.3667356475695165,GGA,Cl-Ho-O-Te,0.0,-2.488153646864033,2.8672,4,Triclinic,-1,P-1,perchlorate,None,None,None,None,None,Te,"H, C, O",Cl,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-558005,HoMoClO4,1.6624343917843987,0.7640934092088209,Dodecahedron with triangular faces - p2345 plane normalized,1,2i,1,[0.8097120911177521],0.0,0.8097120911177521,ABCD4,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,O2-,"Halogens, Lanthanides, Nonmetals, Transition Metals",2.405895697334604,GGA_U,Cl-Ho-Mo-O,0.0,-2.684804505,2.7162,4,Monoclinic,2/m,C2/m,perchlorate,None,None,Mo,None,None,None,"H, C, O",Cl,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-558039,Sr2HoSbO6,2.2341277891140776,0.0021636505356987215,Octahedron,1,2b,1,[0.024938421181705],0.0,0.024938421181705,ABC2D6,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals",2.2356311845812225,GGA,Ho-O-Sb-Sr,0.0,-3.118504510499999,3.6445,4,Monoclinic,2/m,P2_1/c,oxide,None,Sr,None,None,None,Sb,"H, O, S",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-558195,Ba2HoB2ClO6,1.361080890731176,1.1674998480680387,Square-face capped trigonal prism,1,2e,1,[2.442645260369519],0.0,2.442645260369519,ABC2D2E6,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Halogens, Lanthanides, Metalloids, Nonmetals",2.3200630426686772,GGA,B-Ba-Cl-Ho-O,0.0,-3.32989014486111,4.0845,5,Monoclinic,2/m,P2_1/m,hypochlorite,None,Ba,None,None,None,B,"H, C, O",Cl,None,Ho,None,B > 1,Positive B
mp-558231,Ba3Ho2Cu2PtO10,1.975224088569735,0.460435767909369,Square-face capped trigonal prism,1,2i,1,[2.131129382644305],0.0,2.131129382644305,AB2C2D3E10,1,1,1,[7.0],[7.0],7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Alkaline Earth Metals, Lanthanides, Metalloids, Nonmetals, Transition Metals",2.3590573887289175,GGA,Ba-Cu-Ho-O-Pt,0.025942222152777004,-2.514514268333334,0.0,5,Monoclinic,2/m,C2/m,oxide,None,Ba,"Cu, Pt",None,None,B,"H, C, O, P",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-558336,Ho2O3,1.8982477459521578,0.5674580580780656,"Square-face capped trigonal prism, Octahedron",2,2i,1,"[1.348436790011526, 2.281135849832141, 1.729199158266351]",0.0,1.7862572660366727,A2B3,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals",2.3290511556101707,r2SCAN,Ho-O,0.031686189583336,-3.923896584666664,4.0575,2,Monoclinic,2/m,C2/m,oxide,None,None,None,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.5, 1]",Positive B
mp-558437,HoCu(MoO4)2,2.3166900247204554,0.04227261904296505,Square antiprism,1,8c,1,[0.408447606923149],0.0,0.408447606923149,ABC2D8,1,1,1,[8.0],[8.0],8.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.3736007303330133,GGA_U,Cu-Ho-Mo-O,0.01464394833332,-2.276958293125,1.922099999999999,4,Orthorhombic,mmm,Pbca,oxide,None,None,"Cu, Mo",None,None,None,"H, C, O",None,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-558538,HoSeO3F,1.9471790874853532,0.48983484530993804,Square-face bicapped trigonal prism,1,4e,1,[3.128614607337899],0.0,3.128614607337899,ABCD3,1,1,1,[6.0],[6.0],6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,2.0,2,2,O2-,"Halogens, Lanthanides, Nonmetals",2.4303764022354746,GGA,F-Ho-O-Se,0.000908825000003,-2.607196659843756,4.2961,4,Monoclinic,2/m,P2_1/c,fluoride,None,None,None,None,None,None,"H, O, S, Se",F,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-558875,HoTe2ClO5,2.314166016281919,0.06325278784634396,"Cube, Square-face capped trigonal prism",2,2i,1,"[2.505582704342605, 3.121007092194574]",0.0,2.8132948982685893,ABC2D5,2,2,1,"[6.0, 8.0]","[6.0, 8.0]",7.0,6.0,8.0,7.0,6.0,8.0,3.0,3.0,3.0,1.5,1,2,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",2.3663006384570373,GGA,Cl-Ho-O-Te,0.0,-2.246676970925925,2.9145000000000003,4,Triclinic,-1,P-1,hypochlorite,None,None,None,None,None,Te,"H, C, O",Cl,None,Ho,None,"B $\in$ [-0.1, 0.1]",B $\approx$ 0
mp-558969,Ho3ReO7,2.2139252091626718,0.15349121554090583,"Cube, Pentagonal bipyramid",2,"2a, 4c",2,"[1.600409716364466, 3.699988978077108]",0.0,2.650199347220787,AB3C7,2,2,1,"[6.0, 7.0]","[6.0, 7.0]",6.5,6.0,7.0,6.5,6.0,7.0,3.0,3.0,3.0,1.0,1,1,O2-,"Lanthanides, Nonmetals, Transition Metals",2.325284181839014,GGA,Ho-O-Re,0.045151254949512006,-3.374211812954543,0.0,3,Orthorhombic,222,C222_1,oxide,None,None,Re,None,None,None,"H, O",None,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
mp-559805,HoTeClO3,1.905501034134177,0.4554838446474914,Pentagonal bipyramid,1,4c,1,[1.335046999056406],0.0,1.335046999056406,ABCD3,1,1,1,[5.0],[5.0],5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2,2,O2-,"Halogens, Lanthanides, Metalloids, Nonmetals",2.287920697849912,GGA,Cl-Ho-O-Te,0.0,-2.60244019236111,3.857299999999999,4,Orthorhombic,mmm,Pnma,chlorate,None,None,None,None,None,Te,"H, C, O",Cl,None,Ho,None,"B $\in$ [0.1, 0.5]",Positive B
